Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	fallback_count	fallback_weight
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.565711	0	0.325272	0.109017	0	6	38936.5	13	73946.6
3C	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.599019	0	0.118319	0.282662	0	8	53514.9	11	71214.7
3C	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.72729	0.27271	0	6	22345.7	14	71031.3
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	0	0	20	112148
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.666457	0	0.128779	0.204763	0	0	0	21	143692
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	0	0	71	411938
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.627618	0.372382	0	0	0	28	144047
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1940-59	Yes	0	0	0	0.645226	0	0.195377	0.159396	0	4	26535.4	20	112148
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1940-59	Yes	0	0	0	0.747385	0	0.141332	0.111283	0	6	37756.2	10	72477
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1940-59	Yes	0	0	0	0.431503	0	0.328794	0.239703	0	1	9000.15	71	411938
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1940-59	Yes	0	0	0	0	0	0.475139	0.524861	0	10	53597.7	10	53597.7
3C	Mobile Home, Ambient, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4735.08	11	12316.3
3C	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4735.08	11	12316.3
3C	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4735.08	11	12316.3
3C	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4735.08	11	12316.3
3C	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	4	4720.9	11	12279.5
3C	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7581.25	11	12316.3
3C	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7581.25	11	12316.3
3C	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7581.25	11	12316.3
3C	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7581.25	11	12316.3
3C	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	7	7558.55	11	12279.5
3C	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Heated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	1	383.294	14	8242.99
3C	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Slab, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Slab, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Slab, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	1	383.294	14	8242.99
3C	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	1	608.871	14	8242.99
3C	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Ambient, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Ambient, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Ambient, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Ambient, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Heated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Slab, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	1960-79	No	0	1	0	0	0	0	0	0	0	0	14	8242.99
3C	Mobile Home, Ambient, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.526446	0.473554	0	3	26368.7	67	598742
3C	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	5010.44	36	171729
3C	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	5010.44	36	171729
3C	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	5010.44	36	171729
3C	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	4	4995.44	36	171215
3C	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	5010.44	36	171729
3C	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	4	4995.44	36	171215
3C	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2190.93	36	171729
3C	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.389036	0.118444	0.492521	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2190.93	36	171729
3C	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2190.93	36	171729
3C	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0.0328124	0	0	0.74145	0.225738	0	2	2184.37	36	171215
3C	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2190.93	36	171729
3C	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.766604	0.233396	0	2	2184.37	36	171215
3C	Single-Family Attached, Heated Basement, Finished Attic, No Garage	1960-79	Yes	0	0	0	0	0.111951	0.448528	0.439521	0	0	0	17	155237
3C	Single-Family Attached, Heated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0.128541	0.450779	0.42068	0	1	3916.03	15	135201
3C	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	1960-79	Yes	0	0	0	0	0.111951	0.448528	0.439521	0	0	0	17	155237
3C	Single-Family Attached, Heated Basement, Vented Attic, No Garage	1960-79	Yes	0	0	0	0	0.111951	0.448528	0.439521	0	0	0	17	155237
3C	Single-Family Attached, Slab, Finished Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
3C	Single-Family Attached, Slab, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.517269	0.482731	0	0	0	15	135201
3C	Single-Family Attached, Slab, Unvented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
3C	Single-Family Attached, Slab, Vented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
3C	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.448528	0.439521	0.111951	0	0	17	155237
3C	Single-Family Attached, Unheated Basement, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.450779	0.42068	0.128541	1	3916.03	15	135201
3C	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.448528	0.439521	0.111951	0	0	17	155237
3C	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.448528	0.439521	0.111951	0	0	17	155237
3C	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
3C	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.517269	0.482731	0	0	0	15	135201
3C	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
3C	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	1960-79	Yes	0	0	0	0	0	0.505071	0.494929	0	0	0	17	155237
