Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	fallback_count	fallback_weight
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Attached	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	1	1500.38	17	26607.1
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Attached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Detached	0-1499	Unvented Crawlspace	1	1940-59	0.347418	0	0	0.652582	2	2292.51	29	91655
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1940-59	0.242361	0.10093	0	0.656709	6	8179.93	67	166391
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1940-59	0.338524	0.151595	0	0.509881	1	992.145	28	64133.7
New England	Single-Family Detached	4000+	Unvented Crawlspace	1	1940-59	0.0540357	0.346994	0	0.59897	1	2305.31	33	90183.9
New England	Single-Family Detached	0-1499	Unvented Crawlspace	2	1940-59	0.183845	0	0	0.816155	3	1785.02	66	136080
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1940-59	0.182941	0.00847042	0	0.808588	15	8802.64	15	8802.64
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1940-59	0.253238	0.196478	0.0176794	0.532605	9	9896.61	138	287433
New England	Single-Family Detached	4000+	Unvented Crawlspace	2	1940-59	0.130238	0.488276	0	0.381486	1	136.996	15	37417.2
New England	Single-Family Detached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	100	242554
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1940-59	0.154667	0.0625188	0	0.782814	1	162.008	287	743413
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	1	529.086	10	21682.7
New England	Single-Family Detached	4000+	Unvented Crawlspace	3	1940-59	0	0.162995	0	0.837005	0	0	10	29322.3
New England	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	100	242554
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1940-59	0.154667	0.0625188	0	0.782814	0	0	287	743413
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1940-59	0.260515	0.175611	0.0134809	0.550393	0	0	177	376951
New England	Single-Family Detached	4000+	Unvented Crawlspace	4+	1940-59	0.0540357	0.346994	0	0.59897	0	0	33	90183.9
New England	Mobile Home	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	76	10889.1	76	10889.1
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	17	1499.94	17	1499.94
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	1	52.3548	4	3002.42
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	4	14475.7
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	76	10889.1	76	10889.1
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	17	1499.94	17	1499.94
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	1	52.3548	4	3002.42
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	4	14475.7
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	76	10889.1	76	10889.1
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	17	1499.94	17	1499.94
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	1	52.3548	4	3002.42
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	4	14475.7
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	76	10889.1	76	10889.1
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	17	1499.94	17	1499.94
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	1	52.3548	4	3002.42
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	4	14475.7
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	57	8023.51	57	8023.51
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	4	562.214	16	6063.66
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	1	142.997	4	8200.55
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Attached	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	1	209.899	10	20487
New England	Single-Family Attached	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	1	880.926	17	26607.1
New England	Single-Family Attached	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	1	194.883	10	10729.7
New England	Single-Family Attached	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Attached	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	1	277.23	11	38603.6
New England	Single-Family Attached	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	10	20487
New England	Single-Family Attached	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	22	39117.4
New England	Single-Family Attached	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	10	10729.7
New England	Single-Family Attached	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	11	38603.6
New England	Single-Family Detached	0-1499	Vented Crawlspace	1	1940-59	0.347418	0	0	0.652582	4	5457.01	29	91655
New England	Single-Family Detached	1500-2499	Vented Crawlspace	1	1940-59	0.242361	0.10093	0	0.656709	7	7643.83	67	166391
New England	Single-Family Detached	2500-3999	Vented Crawlspace	1	1940-59	0.338524	0.151595	0	0.509881	1	1154.86	28	64133.7
New England	Single-Family Detached	4000+	Vented Crawlspace	1	1940-59	0.0540357	0.346994	0	0.59897	0	0	33	90183.9
New England	Single-Family Detached	0-1499	Vented Crawlspace	2	1940-59	0.0609166	0	0	0.939083	10	6488.35	10	6488.35
New England	Single-Family Detached	1500-2499	Vented Crawlspace	2	1940-59	0.0815	0.0448329	0	0.873667	26	21430.7	26	21430.7
New England	Single-Family Detached	2500-3999	Vented Crawlspace	2	1940-59	0.381129	0.135141	0	0.48373	18	12579.5	18	12579.5
New England	Single-Family Detached	4000+	Vented Crawlspace	2	1940-59	0.130238	0.488276	0	0.381486	2	953.709	15	37417.2
New England	Single-Family Detached	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	2	1134.02	100	242554
New England	Single-Family Detached	1500-2499	Vented Crawlspace	3	1940-59	0.154667	0.0625188	0	0.782814	1	4124.71	287	743413
New England	Single-Family Detached	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	2	665.764	10	21682.7
New England	Single-Family Detached	4000+	Vented Crawlspace	3	1940-59	0	0.162995	0	0.837005	0	0	10	29322.3
New England	Single-Family Detached	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	100	242554
New England	Single-Family Detached	1500-2499	Vented Crawlspace	4+	1940-59	0.154667	0.0625188	0	0.782814	1	516.406	287	743413
New England	Single-Family Detached	2500-3999	Vented Crawlspace	4+	1940-59	0.260515	0.175611	0.0134809	0.550393	0	0	177	376951
New England	Single-Family Detached	4000+	Vented Crawlspace	4+	1940-59	0.0540357	0.346994	0	0.59897	0	0	33	90183.9
New England	Mobile Home	0-1499	Ambient	1	1960-79	0	0	0	1	16	10989.2	16	10989.2
New England	Mobile Home	1500-2499	Ambient	1	1960-79	0	0	0	1	2	1841.74	2	7366.98
New England	Mobile Home	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Ambient	2	1960-79	0	0	0	1	16	10989.2	16	10989.2
New England	Mobile Home	1500-2499	Ambient	2	1960-79	0	0	0	1	2	1841.74	2	7366.98
New England	Mobile Home	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Ambient	3	1960-79	0	0	0	1	16	10989.2	16	10989.2
New England	Mobile Home	1500-2499	Ambient	3	1960-79	0	0	0	1	2	1841.74	2	7366.98
New England	Mobile Home	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Ambient	4+	1960-79	0	0	0	1	16	10989.2	16	10989.2
New England	Mobile Home	1500-2499	Ambient	4+	1960-79	0	0	0	1	2	1841.74	2	7366.98
New England	Mobile Home	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Ambient	1	1960-79	0	0	0	1	0	0	7	42011.9
New England	Single-Family Attached	1500-2499	Ambient	1	1960-79	0	0	0	1	0	0	3	5580.06
New England	Single-Family Attached	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Ambient	2	1960-79	0	0	0	1	0	0	7	42011.9
New England	Single-Family Attached	1500-2499	Ambient	2	1960-79	0	0	0	1	2	2551.66	3	5580.06
New England	Single-Family Attached	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	7	42011.9
New England	Single-Family Attached	1500-2499	Ambient	3	1960-79	0	0	0	1	0	0	3	5580.06
New England	Single-Family Attached	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	7	42011.9
New England	Single-Family Attached	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	3	5580.06
New England	Single-Family Attached	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Detached	0-1499	Ambient	1	1960-79	0	0	0	1	1	969.493	7	27061.3
New England	Single-Family Detached	1500-2499	Ambient	1	1960-79	0	0	0	1	1	1485.58	14	29933.8
New England	Single-Family Detached	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	8	35739.2
New England	Single-Family Detached	4000+	Ambient	1	1960-79	0	0	0	1	0	0	1	1674.28
New England	Single-Family Detached	0-1499	Ambient	2	1960-79	0	0	0	1	1	868.537	7	27061.3
New England	Single-Family Detached	1500-2499	Ambient	2	1960-79	0	0	0	1	7	9614.3	14	29933.8
New England	Single-Family Detached	2500-3999	Ambient	2	1960-79	0	0	0	1	1	1235.89	8	35739.2
New England	Single-Family Detached	4000+	Ambient	2	1960-79	0	0	0	1	0	0	1	1674.28
New England	Single-Family Detached	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	7	27061.3
New England	Single-Family Detached	1500-2499	Ambient	3	1960-79	0	0	0	1	1	1632.13	14	29933.8
New England	Single-Family Detached	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	8	35739.2
New England	Single-Family Detached	4000+	Ambient	3	1960-79	0	0	0	1	0	0	1	1674.28
New England	Single-Family Detached	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	7	27061.3
New England	Single-Family Detached	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	14	29933.8
New England	Single-Family Detached	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	8	35739.2
New England	Single-Family Detached	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	1	1674.28
New England	Mobile Home	0-1499	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	0-1499	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Mobile Home	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	1	1960-79	0	0	0	1	0	0	168	64371.2
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	1	1960-79	0	0	0	1	0	0	16	40860.1
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	1	1960-79	0	0	0	1	0	0	4	12236.7
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	2	1960-79	0	0	0	1	0	0	168	64371.2
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	2	1960-79	0	0	0	1	0	0	16	40860.1
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	2	1960-79	0	0	0	1	0	0	4	12236.7
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	3	1960-79	0	0	0	1	0	0	168	64371.2
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	3	1960-79	0	0	0	1	0	0	16	40860.1
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	3	1960-79	0	0	0	1	0	0	4	12236.7
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	4+	1960-79	0	0	0	1	0	0	168	64371.2
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	0	0	16	40860.1
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	0	0	4	12236.7
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	1	1960-79	0	0	0	1	0	0	232	75512.9
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	1	1960-79	0	0	0	1	0	0	16	34052.6
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	2	1960-79	0	0	0	1	0	0	232	75512.9
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	2	1960-79	0	0	0	1	0	0	16	34052.6
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	3	1960-79	0	0	0	1	0	0	232	75512.9
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	3	1960-79	0	0	0	1	0	0	16	34052.6
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	4+	1960-79	0	0	0	1	0	0	232	75512.9
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	0	0	16	34052.6
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0	0
New England	Single-Family Attached	0-1499	Heated Basement	1	1960-79	0	0	0	1	1	1917.93	31	127547
