out.emissions_reduction.total.lrmer_low_re_cost_25..co2e_kg,,No direct equivalent in ResStock 2024 Release 2
out.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_15..co2e_kg,,No direct equivalent in ResStock 2024 Release 2
out.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_25..co2e_kg,,No direct equivalent in ResStock 2024 Release 2
out.emissions_reduction.total.lrmer_mid_case_15..co2e_kg,,No direct equivalent in ResStock 2024 Release 2
out.emissions_reduction.total.lrmer_mid_case_25..co2e_kg,,No direct equivalent in ResStock 2024 Release 2
out.energy_burden..percentage,,out.energy_burden.percentage
out.energy_burden_savings..percentage,,out.energy_burden.percentage.savings
,out.outdoor_air_drybulb_temp..c,out.outdoor_air_dryblub_temp.c
,out.outdoor_air_relative_humidity..percentage,Not published in ResStock 2024 Release 2
,out.outdoor_air_wetbulb_temp..c,Not published in ResStock 2024 Release 2
,out.outdoor_humidity_ratio..kgwater_per_kgdryair,Not published in ResStock 2024 Release 2
,out.weather.diffuse_solar_radiation..watt_per_m2,Not published in ResStock 2024 Release 2
,out.weather.direct_normal_solar_radiation..watt_per_m2,Not published in ResStock 2024 Release 2
,out.weather.wind_speed..meter_per_second,Not published in ResStock 2024 Release 2
,out.people.sensible_heating_rate..watt,Not published in ResStock 2024 Release 2
,out.people.total_heating_rate..watt,Not published in ResStock 2024 Release 2
,out.schedules.ceiling_fan,Not published in ResStock 2024 Release 2
,out.schedules.clothes_dryer,Not published in ResStock 2024 Release 2
,out.schedules.clothes_washer,Not published in ResStock 2024 Release 2
,out.schedules.cooking_range,Not published in ResStock 2024 Release 2
,out.schedules.cooling_setpoint..c,Not published in ResStock 2024 Release 2
,out.schedules.dishwasher,Not published in ResStock 2024 Release 2
,out.schedules.electric_vehicle_charging,Not published in ResStock 2024 Release 2
,out.schedules.electric_vehicle_discharging,Not published in ResStock 2024 Release 2
,out.schedules.heating_setpoint..c,Not published in ResStock 2024 Release 2
,out.schedules.hot_water_clothes_washer,Not published in ResStock 2024 Release 2
,out.schedules.hot_water_dishwasher,Not published in ResStock 2024 Release 2
,out.schedules.hot_water_fixtures,Not published in ResStock 2024 Release 2
,out.schedules.lighting_garage,Not published in ResStock 2024 Release 2
,out.schedules.lighting_interior,Not published in ResStock 2024 Release 2
,out.schedules.no_space_cooling,Not published in ResStock 2024 Release 2
,out.schedules.no_space_heating,Not published in ResStock 2024 Release 2
,out.schedules.occupants,Not published in ResStock 2024 Release 2
,out.schedules.peak_period,Not published in ResStock 2024 Release 2
,out.schedules.plug_loads_other,Not published in ResStock 2024 Release 2
,out.schedules.plug_loads_tv,Not published in ResStock 2024 Release 2
,out.schedules.power_outage,Not published in ResStock 2024 Release 2
,out.schedules.pre_peak_period,Not published in ResStock 2024 Release 2
,out.schedules.vacancy,Not published in ResStock 2024 Release 2
calc.weighted.electricity.ceiling_fan.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.ceiling_fan.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.clothes_dryer.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.clothes_dryer.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.clothes_washer.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.clothes_washer.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.cooling.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.cooling.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.cooling_fans_pumps.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.cooling_fans_pumps.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.dishwasher.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.dishwasher.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.ev_charging.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.ev_charging.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.freezer.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.freezer.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_fans_pumps.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_fans_pumps.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_hp_bkup.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_hp_bkup.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_hp_bkup_fa.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.heating_hp_bkup_fa.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.hot_water.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.hot_water.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.hot_water_solar_th.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.hot_water_solar_th.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_exterior.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_exterior.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_garage.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_garage.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_interior.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.lighting_interior.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.mech_vent.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.mech_vent.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.net.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.net.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.permanent_spa_heat.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.permanent_spa_heat.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.permanent_spa_pump.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.permanent_spa_pump.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.plug_loads.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.plug_loads.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pool_heater.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pool_heater.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pool_pump.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pool_pump.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pv.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.pv.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.range_oven.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.range_oven.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.refrigerator.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.refrigerator.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.television.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.television.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.total.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.total.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.well_pump.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.electricity.well_pump.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.aer_high_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.aer_low_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.aer_mid_case_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_high_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_high_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_low_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_low_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_mid_case_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.electricity.lrmer_mid_case_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.fuel_oil.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.natural_gas.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.propane.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.aer_high_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.aer_low_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.aer_mid_case_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_high_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_high_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_low_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_low_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_mid_case_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions.total.lrmer_mid_case_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.aer_high_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.aer_low_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.aer_mid_case_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_low_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_low_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_mid_case_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.electricity.lrmer_mid_case_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.fuel_oil.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.natural_gas.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.propane.total..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.aer_high_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.aer_low_re_cost_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.aer_mid_case_avg..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_high_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_high_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_low_re_cost_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_low_re_cost_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_mid_case_15..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.emissions_reduction.total.lrmer_mid_case_25..co2e_mmt,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.heating.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.heating.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.heating_hp_bkup.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.heating_hp_bkup.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.hot_water.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.hot_water.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.total.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.fuel_oil.total.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.clothes_dryer.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.clothes_dryer.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.fireplace.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.fireplace.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.grill.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.grill.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.heating.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.heating.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.heating_hp_bkup.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.heating_hp_bkup.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.hot_water.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.hot_water.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.lighting.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.lighting.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.permanent_spa_heat.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.permanent_spa_heat.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.pool_heater.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.pool_heater.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.range_oven.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.range_oven.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.total.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.natural_gas.total.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.clothes_dryer.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.clothes_dryer.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.heating.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.heating.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.heating_hp_bkup.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.heating_hp_bkup.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.hot_water.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.hot_water.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.range_oven.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.range_oven.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.total.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.propane.total.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.site_energy.net.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.site_energy.net.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.site_energy.total.energy_consumption..tbtu,,Not published in ResStock 2024 Release 2
calc.weighted.site_energy.total.energy_savings..tbtu,,Not published in ResStock 2024 Release 2
completed_status,,Not published in ResStock 2024 Release 2
