metadata_column	enumeration
in.county_and_puma	G4803670, G48002400
in.county_and_puma	G4803730, G48003900
in.county_and_puma	G4803750, G48000200
in.county_and_puma	G4803810, G48000300
in.county_and_puma	G4803870, G48001000
in.county_and_puma	G4803950, G48003601
in.county_and_puma	G4803970, G48000900
in.county_and_puma	G4804010, G48001700
in.county_and_puma	G4804030, G48004100
in.county_and_puma	G4804070, G48003900
in.county_and_puma	G4804090, G48006500
in.county_and_puma	G4804150, G48002600
in.county_and_puma	G4804190, G48004100
in.county_and_puma	G4804230, G48001501
in.county_and_puma	G4804230, G48001502
in.county_and_puma	G4804270, G48006400
in.county_and_puma	G4804390, G48002501
in.county_and_puma	G4804390, G48002502
in.county_and_puma	G4804390, G48002503
in.county_and_puma	G4804390, G48002504
in.county_and_puma	G4804390, G48002505
in.county_and_puma	G4804390, G48002506
in.county_and_puma	G4804390, G48002507
in.county_and_puma	G4804390, G48002508
in.county_and_puma	G4804390, G48002509
in.county_and_puma	G4804390, G48002510
in.county_and_puma	G4804390, G48002511
in.county_and_puma	G4804390, G48002512
in.county_and_puma	G4804390, G48002513
in.county_and_puma	G4804390, G48002514
in.county_and_puma	G4804390, G48002515
in.county_and_puma	G4804390, G48002516
in.county_and_puma	G4804410, G48002700
in.county_and_puma	G4804490, G48001000
in.county_and_puma	G4804510, G48002900
in.county_and_puma	G4804530, G48005301
in.county_and_puma	G4804530, G48005302
in.county_and_puma	G4804530, G48005303
in.county_and_puma	G4804530, G48005304
in.county_and_puma	G4804530, G48005305
in.county_and_puma	G4804530, G48005306
in.county_and_puma	G4804530, G48005307
in.county_and_puma	G4804530, G48005308
in.county_and_puma	G4804530, G48005309
in.county_and_puma	G4804550, G48003900
in.county_and_puma	G4804570, G48004100
in.county_and_puma	G4804590, G48001200
in.county_and_puma	G4804630, G48006200
in.county_and_puma	G4804650, G48006200
in.county_and_puma	G4804670, G48001300
in.county_and_puma	G4804690, G48005600
in.county_and_puma	G4804710, G48003900
in.county_and_puma	G4804730, G48005000
in.county_and_puma	G4804770, G48003601
in.county_and_puma	G4804790, G48006301
in.county_and_puma	G4804790, G48006302
in.county_and_puma	G4804810, G48005000
in.county_and_puma	G4804850, G48000700
in.county_and_puma	G4804910, G48005201
in.county_and_puma	G4804910, G48005202
in.county_and_puma	G4804910, G48005203
in.county_and_puma	G4804910, G48005204
in.county_and_puma	G4804930, G48005500
in.county_and_puma	G4804970, G48000600
in.county_and_puma	G4804990, G48001300
in.county_and_puma	G4805030, G48000600
in.county_and_puma	G4805050, G48006400
in.county_and_puma	G4900030, G49003001
in.county_and_puma	G4900050, G49005001
in.county_and_puma	G4900070, G49013001
in.county_and_puma	G4900110, G49011001
in.county_and_puma	G4900110, G49011002
in.county_and_puma	G4900130, G49013001
in.county_and_puma	G4900210, G49021001
in.county_and_puma	G4900350, G49035001
in.county_and_puma	G4900350, G49035002
in.county_and_puma	G4900350, G49035003
in.county_and_puma	G4900350, G49035004
in.county_and_puma	G4900350, G49035005
in.county_and_puma	G4900350, G49035006
in.county_and_puma	G4900350, G49035007
in.county_and_puma	G4900350, G49035008
in.county_and_puma	G4900350, G49035009
in.county_and_puma	G4900390, G49021001
in.county_and_puma	G4900410, G49021001
in.county_and_puma	G4900430, G49005001
in.county_and_puma	G4900450, G49003001
in.county_and_puma	G4900470, G49013001
in.county_and_puma	G4900490, G49049001
in.county_and_puma	G4900490, G49049002
in.county_and_puma	G4900490, G49049003
in.county_and_puma	G4900490, G49049004
in.county_and_puma	G4900510, G49013001
in.county_and_puma	G4900530, G49053001
in.county_and_puma	G4900570, G49057001
in.county_and_puma	G4900570, G49057002
in.county_and_puma	G5000010, G50000400
in.county_and_puma	G5000030, G50000400
in.county_and_puma	G5000050, G50000200
in.county_and_puma	G5000070, G50000100
in.county_and_puma	G5000110, G50000100
in.county_and_puma	G5000150, G50000200
in.county_and_puma	G5000170, G50000300
in.county_and_puma	G5000190, G50000200
in.county_and_puma	G5000210, G50000400
in.county_and_puma	G5000230, G50000200
in.county_and_puma	G5000250, G50000300
in.county_and_puma	G5000270, G50000300
in.county_and_puma	G5100010, G51051125
in.county_and_puma	G5100030, G51051089
in.county_and_puma	G5100030, G51051090
in.county_and_puma	G5100050, G51051045
in.county_and_puma	G5100090, G51051095
in.county_and_puma	G5100110, G51051095
in.county_and_puma	G5100130, G51001301
in.county_and_puma	G5100130, G51001302
in.county_and_puma	G5100150, G51051080
in.county_and_puma	G5100190, G51051095
in.county_and_puma	G5100230, G51051045
in.county_and_puma	G5100250, G51051105
in.county_and_puma	G5100270, G51051010
in.county_and_puma	G5100290, G51051105
in.county_and_puma	G5100310, G51051096
in.county_and_puma	G5100330, G51051120
in.county_and_puma	G5100350, G51051020
in.county_and_puma	G5100410, G51004101
in.county_and_puma	G5100410, G51004102
in.county_and_puma	G5100410, G51004103
in.county_and_puma	G5100470, G51051087
in.county_and_puma	G5100510, G51051010
in.county_and_puma	G5100530, G51051135
in.county_and_puma	G5100590, G51059301
in.county_and_puma	G5100590, G51059302
in.county_and_puma	G5100590, G51059303
in.county_and_puma	G5100590, G51059304
in.county_and_puma	G5100590, G51059305
in.county_and_puma	G5100590, G51059306
in.county_and_puma	G5100590, G51059307
in.county_and_puma	G5100590, G51059308
in.county_and_puma	G5100590, G51059309
in.county_and_puma	G5100610, G51051087
in.county_and_puma	G5100630, G51051040
in.county_and_puma	G5100650, G51051089
in.county_and_puma	G5100670, G51051045
in.county_and_puma	G5100690, G51051084
in.county_and_puma	G5100710, G51051040
in.county_and_puma	G5100730, G51051125
in.county_and_puma	G5100750, G51051215
in.county_and_puma	G5100770, G51051020
in.county_and_puma	G5100790, G51051090
in.county_and_puma	G5100830, G51051105
in.county_and_puma	G5100850, G51051215
in.county_and_puma	G5100870, G51051224
in.county_and_puma	G5100870, G51051225
in.county_and_puma	G5100890, G51051097
in.county_and_puma	G5100930, G51051145
in.county_and_puma	G5100950, G51051206
in.county_and_puma	G5100990, G51051120
in.county_and_puma	G5101010, G51051215
in.county_and_puma	G5101030, G51051125
in.county_and_puma	G5101050, G51051010
in.county_and_puma	G5101070, G51010701
in.county_and_puma	G5101070, G51010702
in.county_and_puma	G5101070, G51010703
in.county_and_puma	G5101090, G51051089
in.county_and_puma	G5101170, G51051105
in.county_and_puma	G5101190, G51051125
in.county_and_puma	G5101210, G51051040
in.county_and_puma	G5101250, G51051089
in.county_and_puma	G5101270, G51051215
in.county_and_puma	G5101310, G51051125
in.county_and_puma	G5101330, G51051125
in.county_and_puma	G5101350, G51051105
in.county_and_puma	G5101370, G51051087
in.county_and_puma	G5101390, G51051085
in.county_and_puma	G5101410, G51051097
in.county_and_puma	G5101430, G51051097
in.county_and_puma	G5101450, G51051215
in.county_and_puma	G5101470, G51051105
in.county_and_puma	G5101490, G51051135
in.county_and_puma	G5101530, G51051244
in.county_and_puma	G5101530, G51051245
in.county_and_puma	G5101530, G51051246
in.county_and_puma	G5101550, G51051040
in.county_and_puma	G5101610, G51051045
in.county_and_puma	G5101630, G51051080
in.county_and_puma	G5101650, G51051110
in.county_and_puma	G5101670, G51051010
in.county_and_puma	G5101690, G51051010
in.county_and_puma	G5101710, G51051085
in.county_and_puma	G5101730, G51051020
in.county_and_puma	G5101750, G51051145
in.county_and_puma	G5101770, G51051120
in.county_and_puma	G5101790, G51051115
in.county_and_puma	G5101850, G51051010
in.county_and_puma	G5101870, G51051085
in.county_and_puma	G5101910, G51051020
in.county_and_puma	G5101930, G51051125
in.county_and_puma	G5101950, G51051010
in.county_and_puma	G5101970, G51051020
in.county_and_puma	G5101990, G51051206
in.county_and_puma	G5105100, G51051255
in.county_and_puma	G5105200, G51051020
in.county_and_puma	G5105400, G51051090
in.county_and_puma	G5105500, G51055001
in.county_and_puma	G5105500, G51055002
in.county_and_puma	G5105700, G51051135
in.county_and_puma	G5105900, G51051097
in.county_and_puma	G5106000, G51059303
in.county_and_puma	G5106300, G51051115
in.county_and_puma	G5106500, G51051186
in.county_and_puma	G5106600, G51051110
in.county_and_puma	G5106700, G51051135
in.county_and_puma	G5106800, G51051096
in.county_and_puma	G5106830, G51051245
in.county_and_puma	G5106900, G51051097
in.county_and_puma	G5107000, G51051175
in.county_and_puma	G5107100, G51051154
in.county_and_puma	G5107100, G51051155
in.county_and_puma	G5107300, G51051135
in.county_and_puma	G5107400, G51051155
in.county_and_puma	G5107600, G51051235
in.county_and_puma	G5107700, G51051044
in.county_and_puma	G5107750, G51051044
in.county_and_puma	G5107900, G51051080
in.county_and_puma	G5108000, G51051145
in.county_and_puma	G5108100, G51051164
in.county_and_puma	G5108100, G51051165
in.county_and_puma	G5108100, G51051167
in.county_and_puma	G5108200, G51051080
in.county_and_puma	G5108400, G51051084
in.county_and_puma	G5300010, G53010600
in.county_and_puma	G5300030, G53010600
in.county_and_puma	G5300050, G53010701
in.county_and_puma	G5300050, G53010702
in.county_and_puma	G5300050, G53010703
in.county_and_puma	G5300070, G53010300
in.county_and_puma	G5300090, G53011900
in.county_and_puma	G5300110, G53011101
in.county_and_puma	G5300110, G53011102
in.county_and_puma	G5300110, G53011103
in.county_and_puma	G5300110, G53011104
in.county_and_puma	G5300150, G53011200
in.county_and_puma	G5300170, G53010300
in.county_and_puma	G5300210, G53010701
in.county_and_puma	G5300250, G53010800
in.county_and_puma	G5300270, G53011300
in.county_and_puma	G5300290, G53010200
in.county_and_puma	G5300310, G53011900
in.county_and_puma	G5300330, G53011601
in.county_and_puma	G5300330, G53011602
in.county_and_puma	G5300330, G53011603
in.county_and_puma	G5300330, G53011604
in.county_and_puma	G5300330, G53011605
in.county_and_puma	G5300330, G53011606
in.county_and_puma	G5300330, G53011607
in.county_and_puma	G5300330, G53011608
in.county_and_puma	G5300330, G53011609
in.county_and_puma	G5300330, G53011610
in.county_and_puma	G5300330, G53011611
in.county_and_puma	G5300330, G53011612
in.county_and_puma	G5300330, G53011613
in.county_and_puma	G5300330, G53011614
in.county_and_puma	G5300330, G53011615
in.county_and_puma	G5300330, G53011616
in.county_and_puma	G5300350, G53011801
in.county_and_puma	G5300350, G53011802
in.county_and_puma	G5300370, G53010800
in.county_and_puma	G5300390, G53011000
in.county_and_puma	G5300410, G53011000
in.county_and_puma	G5300450, G53011300
in.county_and_puma	G5300470, G53010400
in.county_and_puma	G5300490, G53011200
in.county_and_puma	G5300510, G53010400
in.county_and_puma	G5300530, G53011501
in.county_and_puma	G5300530, G53011502
in.county_and_puma	G5300530, G53011503
in.county_and_puma	G5300530, G53011504
in.county_and_puma	G5300530, G53011505
in.county_and_puma	G5300530, G53011506
in.county_and_puma	G5300530, G53011507
in.county_and_puma	G5300550, G53010200
in.county_and_puma	G5300570, G53010200
in.county_and_puma	G5300610, G53011701
in.county_and_puma	G5300610, G53011702
in.county_and_puma	G5300610, G53011703
in.county_and_puma	G5300610, G53011704
in.county_and_puma	G5300610, G53011705
in.county_and_puma	G5300610, G53011706
in.county_and_puma	G5300630, G53010501
in.county_and_puma	G5300630, G53010502
in.county_and_puma	G5300630, G53010503
in.county_and_puma	G5300630, G53010504
in.county_and_puma	G5300650, G53010400
in.county_and_puma	G5300670, G53011401
in.county_and_puma	G5300670, G53011402
in.county_and_puma	G5300710, G53010703
in.county_and_puma	G5300730, G53010100
in.county_and_puma	G5300750, G53010600
in.county_and_puma	G5300770, G53010901
in.county_and_puma	G5300770, G53010902
in.county_and_puma	G5400010, G54000500
in.county_and_puma	G5400030, G54000400
in.county_and_puma	G5400050, G54000900
in.county_and_puma	G5400070, G54000600
in.county_and_puma	G5400090, G54000100
in.county_and_puma	G5400110, G54000800
in.county_and_puma	G5400190, G54001200
in.county_and_puma	G5400230, G54000500
in.county_and_puma	G5400250, G54001100
in.county_and_puma	G5400270, G54000400
in.county_and_puma	G5400290, G54000100
in.county_and_puma	G5400310, G54000500
in.county_and_puma	G5400330, G54000200
in.county_and_puma	G5400350, G54000600
in.county_and_puma	G5400370, G54000400
in.county_and_puma	G5400390, G54001000
in.county_and_puma	G5400410, G54000500
in.county_and_puma	G5400430, G54000900
in.county_and_puma	G5400450, G54001300
in.county_and_puma	G5400470, G54001300
in.county_and_puma	G5400490, G54000200
in.county_and_puma	G5400510, G54000100
in.county_and_puma	G5400530, G54000800
in.county_and_puma	G5400550, G54001200
in.county_and_puma	G5400570, G54000400
in.county_and_puma	G5400590, G54001300
in.county_and_puma	G5400610, G54000300
in.county_and_puma	G5400630, G54001100
in.county_and_puma	G5400650, G54000400
in.county_and_puma	G5400670, G54001100
in.county_and_puma	G5400690, G54000100
in.county_and_puma	G5400750, G54001100
in.county_and_puma	G5400770, G54000300
in.county_and_puma	G5400790, G54000900
in.county_and_puma	G5400810, G54001200
in.county_and_puma	G5400830, G54000500
in.county_and_puma	G5400870, G54000600
in.county_and_puma	G5400890, G54001100
in.county_and_puma	G5400910, G54000200
in.county_and_puma	G5400970, G54000500
in.county_and_puma	G5400990, G54000800
in.county_and_puma	G5401030, G54000600
in.county_and_puma	G5401070, G54000700
in.county_and_puma	G5401090, G54001300
in.county_and_puma	G5500010, G55001601
in.county_and_puma	G5500030, G55000100
in.county_and_puma	G5500050, G55055101
in.county_and_puma	G5500070, G55000100
in.county_and_puma	G5500090, G55000200
in.county_and_puma	G5500090, G55000300
in.county_and_puma	G5500110, G55000700
in.county_and_puma	G5500130, G55000100
in.county_and_puma	G5500150, G55001401
in.county_and_puma	G5500170, G55055103
in.county_and_puma	G5500190, G55055101
in.county_and_puma	G5500210, G55001000
in.county_and_puma	G5500230, G55000700
in.county_and_puma	G5500250, G55000101
in.county_and_puma	G5500250, G55000102
in.county_and_puma	G5500250, G55000103
in.county_and_puma	G5500270, G55001001
in.county_and_puma	G5500290, G55001300
in.county_and_puma	G5500310, G55000100
in.county_and_puma	G5500330, G55055102
in.county_and_puma	G5500350, G55055103
in.county_and_puma	G5500390, G55001401
in.county_and_puma	G5500410, G55000600
in.county_and_puma	G5500430, G55000800
in.county_and_puma	G5500450, G55000800
in.county_and_puma	G5500470, G55001400
in.county_and_puma	G5500490, G55000800
in.county_and_puma	G5500510, G55000100
in.county_and_puma	G5500530, G55000700
in.county_and_puma	G5500550, G55001001
in.county_and_puma	G5500570, G55001601
in.county_and_puma	G5500590, G55010000
in.county_and_puma	G5500610, G55001301
in.county_and_puma	G5500630, G55000900
in.county_and_puma	G5500650, G55000800
in.county_and_puma	G5500670, G55000600
in.county_and_puma	G5500690, G55000600
in.county_and_puma	G5500710, G55001301
in.county_and_puma	G5500730, G55001600
in.county_and_puma	G5500750, G55001300
in.county_and_puma	G5500770, G55001400
in.county_and_puma	G5500790, G55040101
in.county_and_puma	G5500790, G55040301
in.county_and_puma	G5500790, G55040701
in.county_and_puma	G5500790, G55041001
in.county_and_puma	G5500790, G55041002
in.county_and_puma	G5500790, G55041003
in.county_and_puma	G5500790, G55041004
in.county_and_puma	G5500790, G55041005
in.county_and_puma	G5500810, G55000700
in.county_and_puma	G5500830, G55001300
in.county_and_puma	G5500850, G55000600
in.county_and_puma	G5500870, G55001500
in.county_and_puma	G5500890, G55020000
in.county_and_puma	G5500930, G55000700
in.county_and_puma	G5500950, G55055101
in.county_and_puma	G5500970, G55001601
in.county_and_puma	G5500990, G55000100
in.county_and_puma	G5501010, G55030000
in.county_and_puma	G5501030, G55000800
in.county_and_puma	G5501050, G55002400
in.county_and_puma	G5501070, G55000100
in.county_and_puma	G5501090, G55055102
in.county_and_puma	G5501110, G55001000
in.county_and_puma	G5501130, G55000100
in.county_and_puma	G5501150, G55001400
in.county_and_puma	G5501170, G55002500
in.county_and_puma	G5501190, G55000100
in.county_and_puma	G5501210, G55000700
in.county_and_puma	G5501230, G55000700
in.county_and_puma	G5501250, G55000600
in.county_and_puma	G5501270, G55050000
in.county_and_puma	G5501290, G55000100
