metadata_column	enumeration
in.county_and_puma	G3900230, G39004300
in.county_and_puma	G3900250, G39005600
in.county_and_puma	G3900250, G39005700
in.county_and_puma	G3900270, G39005200
in.county_and_puma	G3900290, G39003400
in.county_and_puma	G3900310, G39002900
in.county_and_puma	G3900330, G39002300
in.county_and_puma	G3900350, G39000901
in.county_and_puma	G3900350, G39000902
in.county_and_puma	G3900350, G39000903
in.county_and_puma	G3900350, G39000904
in.county_and_puma	G3900350, G39000905
in.county_and_puma	G3900350, G39000906
in.county_and_puma	G3900350, G39000907
in.county_and_puma	G3900350, G39000908
in.county_and_puma	G3900350, G39000909
in.county_and_puma	G3900350, G39000910
in.county_and_puma	G3900370, G39004500
in.county_and_puma	G3900390, G39000100
in.county_and_puma	G3900410, G39004000
in.county_and_puma	G3900430, G39000700
in.county_and_puma	G3900450, G39003900
in.county_and_puma	G3900470, G39004800
in.county_and_puma	G3900490, G39004101
in.county_and_puma	G3900490, G39004102
in.county_and_puma	G3900490, G39004103
in.county_and_puma	G3900490, G39004104
in.county_and_puma	G3900490, G39004105
in.county_and_puma	G3900490, G39004106
in.county_and_puma	G3900490, G39004107
in.county_and_puma	G3900490, G39004108
in.county_and_puma	G3900490, G39004109
in.county_and_puma	G3900490, G39004110
in.county_and_puma	G3900490, G39004111
in.county_and_puma	G3900510, G39000200
in.county_and_puma	G3900530, G39005000
in.county_and_puma	G3900550, G39001200
in.county_and_puma	G3900570, G39004700
in.county_and_puma	G3900590, G39002900
in.county_and_puma	G3900610, G39005501
in.county_and_puma	G3900610, G39005502
in.county_and_puma	G3900610, G39005503
in.county_and_puma	G3900610, G39005504
in.county_and_puma	G3900610, G39005505
in.county_and_puma	G3900610, G39005506
in.county_and_puma	G3900610, G39005507
in.county_and_puma	G3900630, G39002400
in.county_and_puma	G3900650, G39002700
in.county_and_puma	G3900670, G39003000
in.county_and_puma	G3900690, G39000100
in.county_and_puma	G3900710, G39005200
in.county_and_puma	G3900730, G39004900
in.county_and_puma	G3900750, G39002900
in.county_and_puma	G3900770, G39002100
in.county_and_puma	G3900790, G39004900
in.county_and_puma	G3900810, G39003500
in.county_and_puma	G3900830, G39002800
in.county_and_puma	G3900850, G39001000
in.county_and_puma	G3900850, G39001100
in.county_and_puma	G3900850, G39001200
in.county_and_puma	G3900870, G39005100
in.county_and_puma	G3900890, G39003800
in.county_and_puma	G3900910, G39002700
in.county_and_puma	G3900930, G39000801
in.county_and_puma	G3900930, G39000802
in.county_and_puma	G3900950, G39000300
in.county_and_puma	G3900950, G39000400
in.county_and_puma	G3900950, G39000500
in.county_and_puma	G3900950, G39000600
in.county_and_puma	G3900970, G39004200
in.county_and_puma	G3900990, G39001400
in.county_and_puma	G3900990, G39001500
in.county_and_puma	G3901010, G39002800
in.county_and_puma	G3901030, G39001900
in.county_and_puma	G3901050, G39005000
in.county_and_puma	G3901070, G39002600
in.county_and_puma	G3901090, G39004400
in.county_and_puma	G3901110, G39003600
in.county_and_puma	G3901130, G39004601
in.county_and_puma	G3901130, G39004602
in.county_and_puma	G3901130, G39004603
in.county_and_puma	G3901130, G39004604
in.county_and_puma	G3901150, G39003600
in.county_and_puma	G3901170, G39002800
in.county_and_puma	G3901190, G39003700
in.county_and_puma	G3901230, G39000600
in.county_and_puma	G3901250, G39000100
in.county_and_puma	G3901270, G39003700
in.county_and_puma	G3901290, G39004200
in.county_and_puma	G3901310, G39004900
in.county_and_puma	G3901330, G39001700
in.county_and_puma	G3901350, G39004500
in.county_and_puma	G3901370, G39002400
in.county_and_puma	G3901390, G39002200
in.county_and_puma	G3901410, G39004800
in.county_and_puma	G3901430, G39000700
in.county_and_puma	G3901450, G39005100
in.county_and_puma	G3901470, G39002300
in.county_and_puma	G3901490, G39004500
in.county_and_puma	G3901510, G39003100
in.county_and_puma	G3901510, G39003200
in.county_and_puma	G3901510, G39003300
in.county_and_puma	G3901530, G39001801
in.county_and_puma	G3901530, G39001802
in.county_and_puma	G3901530, G39001803
in.county_and_puma	G3901530, G39001804
in.county_and_puma	G3901530, G39001805
in.county_and_puma	G3901550, G39001400
in.county_and_puma	G3901550, G39001600
in.county_and_puma	G3901570, G39003000
in.county_and_puma	G3901590, G39004200
in.county_and_puma	G3901610, G39002600
in.county_and_puma	G3901650, G39005301
in.county_and_puma	G3901650, G39005302
in.county_and_puma	G3901670, G39003600
in.county_and_puma	G3901690, G39002000
in.county_and_puma	G3901710, G39000100
in.county_and_puma	G3901730, G39000200
in.county_and_puma	G3901730, G39000300
in.county_and_puma	G3901730, G39000600
in.county_and_puma	G3901750, G39002300
in.county_and_puma	G4000010, G40000200
in.county_and_puma	G4000090, G40000400
in.county_and_puma	G4000130, G40000702
in.county_and_puma	G4000150, G40000602
in.county_and_puma	G4000170, G40000800
in.county_and_puma	G4000190, G40000701
in.county_and_puma	G4000210, G40000200
in.county_and_puma	G4000230, G40000300
in.county_and_puma	G4000270, G40000900
in.county_and_puma	G4000310, G40000601
in.county_and_puma	G4000310, G40000602
in.county_and_puma	G4000350, G40000100
in.county_and_puma	G4000370, G40001204
in.county_and_puma	G4000370, G40001501
in.county_and_puma	G4000390, G40000400
in.county_and_puma	G4000410, G40000100
in.county_and_puma	G4000470, G40001400
in.county_and_puma	G4000490, G40000701
in.county_and_puma	G4000510, G40001101
in.county_and_puma	G4000650, G40000400
in.county_and_puma	G4000710, G40001400
in.county_and_puma	G4000790, G40000300
in.county_and_puma	G4000810, G40001102
in.county_and_puma	G4000830, G40001102
in.county_and_puma	G4000870, G40001101
in.county_and_puma	G4000890, G40000300
in.county_and_puma	G4000910, G40001302
in.county_and_puma	G4000950, G40000702
in.county_and_puma	G4000970, G40000100
in.county_and_puma	G4000990, G40000701
in.county_and_puma	G4001010, G40001302
in.county_and_puma	G4001090, G40001001
in.county_and_puma	G4001090, G40001002
in.county_and_puma	G4001090, G40001003
in.county_and_puma	G4001090, G40001004
in.county_and_puma	G4001090, G40001005
in.county_and_puma	G4001090, G40001006
in.county_and_puma	G4001110, G40001302
in.county_and_puma	G4001130, G40001204
in.county_and_puma	G4001130, G40001601
in.county_and_puma	G4001150, G40000100
in.county_and_puma	G4001170, G40001601
in.county_and_puma	G4001190, G40001501
in.county_and_puma	G4001210, G40000300
in.county_and_puma	G4001230, G40000702
in.county_and_puma	G4001250, G40001101
in.county_and_puma	G4001250, G40001102
in.county_and_puma	G4001310, G40000100
in.county_and_puma	G4001310, G40001301
in.county_and_puma	G4001330, G40001501
in.county_and_puma	G4001350, G40000200
in.county_and_puma	G4001370, G40000602
in.county_and_puma	G4001390, G40000500
in.county_and_puma	G4001430, G40001201
in.county_and_puma	G4001430, G40001202
in.county_and_puma	G4001430, G40001203
in.county_and_puma	G4001430, G40001204
in.county_and_puma	G4001450, G40001301
in.county_and_puma	G4001450, G40001302
in.county_and_puma	G4001470, G40001601
in.county_and_puma	G4001530, G40000500
in.county_and_puma	G4100010, G41000100
in.county_and_puma	G4100030, G41000600
in.county_and_puma	G4100050, G41001317
in.county_and_puma	G4100050, G41001318
in.county_and_puma	G4100050, G41001319
in.county_and_puma	G4100070, G41000500
in.county_and_puma	G4100090, G41000500
in.county_and_puma	G4100110, G41000800
in.county_and_puma	G4100130, G41000200
in.county_and_puma	G4100150, G41000800
in.county_and_puma	G4100170, G41000400
in.county_and_puma	G4100190, G41001000
in.county_and_puma	G4100270, G41000200
in.county_and_puma	G4100290, G41000901
in.county_and_puma	G4100290, G41000902
in.county_and_puma	G4100310, G41000200
in.county_and_puma	G4100330, G41000800
in.county_and_puma	G4100350, G41000300
in.county_and_puma	G4100390, G41000703
in.county_and_puma	G4100390, G41000704
in.county_and_puma	G4100390, G41000705
in.county_and_puma	G4100410, G41000500
in.county_and_puma	G4100430, G41000600
in.county_and_puma	G4100450, G41000300
in.county_and_puma	G4100470, G41001103
in.county_and_puma	G4100470, G41001104
in.county_and_puma	G4100470, G41001105
in.county_and_puma	G4100510, G41001301
in.county_and_puma	G4100510, G41001302
in.county_and_puma	G4100510, G41001303
in.county_and_puma	G4100510, G41001305
in.county_and_puma	G4100510, G41001314
in.county_and_puma	G4100510, G41001316
in.county_and_puma	G4100530, G41001200
in.county_and_puma	G4100570, G41000500
in.county_and_puma	G4100590, G41000100
in.county_and_puma	G4100610, G41000100
in.county_and_puma	G4100650, G41000200
in.county_and_puma	G4100670, G41001320
in.county_and_puma	G4100670, G41001321
in.county_and_puma	G4100670, G41001322
in.county_and_puma	G4100670, G41001323
in.county_and_puma	G4100670, G41001324
in.county_and_puma	G4100710, G41001200
in.county_and_puma	G4200010, G42003701
in.county_and_puma	G4200030, G42001701
in.county_and_puma	G4200030, G42001702
in.county_and_puma	G4200030, G42001801
in.county_and_puma	G4200030, G42001802
in.county_and_puma	G4200030, G42001803
in.county_and_puma	G4200030, G42001804
in.county_and_puma	G4200030, G42001805
in.county_and_puma	G4200030, G42001806
in.county_and_puma	G4200030, G42001807
in.county_and_puma	G4200050, G42001900
in.county_and_puma	G4200070, G42001501
in.county_and_puma	G4200070, G42001502
in.county_and_puma	G4200090, G42003800
in.county_and_puma	G4200110, G42002701
in.county_and_puma	G4200110, G42002702
in.county_and_puma	G4200110, G42002703
in.county_and_puma	G4200130, G42002200
in.county_and_puma	G4200150, G42000400
in.county_and_puma	G4200170, G42003001
in.county_and_puma	G4200170, G42003002
in.county_and_puma	G4200170, G42003003
in.county_and_puma	G4200170, G42003004
in.county_and_puma	G4200190, G42001600
in.county_and_puma	G4200210, G42002100
in.county_and_puma	G4200250, G42002801
in.county_and_puma	G4200270, G42001200
in.county_and_puma	G4200290, G42003401
in.county_and_puma	G4200290, G42003402
in.county_and_puma	G4200290, G42003403
in.county_and_puma	G4200290, G42003404
in.county_and_puma	G4200310, G42001300
in.county_and_puma	G4200330, G42000300
in.county_and_puma	G4200350, G42000900
in.county_and_puma	G4200370, G42000803
in.county_and_puma	G4200390, G42000200
in.county_and_puma	G4200410, G42002301
in.county_and_puma	G4200410, G42002302
in.county_and_puma	G4200430, G42002401
in.county_and_puma	G4200430, G42002402
in.county_and_puma	G4200450, G42003301
in.county_and_puma	G4200450, G42003302
in.county_and_puma	G4200450, G42003303
in.county_and_puma	G4200450, G42003304
in.county_and_puma	G4200470, G42000300
in.county_and_puma	G4200490, G42000101
in.county_and_puma	G4200490, G42000102
in.county_and_puma	G4200510, G42003900
in.county_and_puma	G4200530, G42001300
in.county_and_puma	G4200550, G42003701
in.county_and_puma	G4200550, G42003702
in.county_and_puma	G4200570, G42003800
in.county_and_puma	G4200590, G42004002
in.county_and_puma	G4200610, G42002200
in.county_and_puma	G4200630, G42001900
in.county_and_puma	G4200650, G42001300
in.county_and_puma	G4200670, G42001100
in.county_and_puma	G4200690, G42000701
in.county_and_puma	G4200690, G42000702
in.county_and_puma	G4200710, G42003501
in.county_and_puma	G4200710, G42003502
in.county_and_puma	G4200710, G42003503
in.county_and_puma	G4200710, G42003504
in.county_and_puma	G4200730, G42001501
in.county_and_puma	G4200750, G42002500
in.county_and_puma	G4200770, G42002801
in.county_and_puma	G4200770, G42002802
in.county_and_puma	G4200770, G42002803
in.county_and_puma	G4200770, G42002901
in.county_and_puma	G4200790, G42000801
in.county_and_puma	G4200790, G42000802
in.county_and_puma	G4200790, G42000803
in.county_and_puma	G4200810, G42000900
in.county_and_puma	G4200830, G42000300
in.county_and_puma	G4200850, G42001400
in.county_and_puma	G4200870, G42001100
in.county_and_puma	G4200890, G42000600
in.county_and_puma	G4200910, G42003101
in.county_and_puma	G4200910, G42003102
in.county_and_puma	G4200910, G42003103
in.county_and_puma	G4200910, G42003104
in.county_and_puma	G4200910, G42003105
in.county_and_puma	G4200910, G42003106
in.county_and_puma	G4200930, G42001000
in.county_and_puma	G4200950, G42002901
in.county_and_puma	G4200950, G42002902
in.county_and_puma	G4200970, G42001000
in.county_and_puma	G4200990, G42002301
in.county_and_puma	G4201010, G42003201
in.county_and_puma	G4201010, G42003202
in.county_and_puma	G4201010, G42003203
in.county_and_puma	G4201010, G42003204
in.county_and_puma	G4201010, G42003205
in.county_and_puma	G4201010, G42003206
in.county_and_puma	G4201010, G42003207
in.county_and_puma	G4201010, G42003208
in.county_and_puma	G4201010, G42003209
in.county_and_puma	G4201010, G42003210
in.county_and_puma	G4201010, G42003211
in.county_and_puma	G4201030, G42000500
in.county_and_puma	G4201050, G42000300
in.county_and_puma	G4201070, G42002600
in.county_and_puma	G4201090, G42001100
in.county_and_puma	G4201110, G42003800
in.county_and_puma	G4201150, G42000500
in.county_and_puma	G4201170, G42000400
in.county_and_puma	G4201190, G42001100
in.county_and_puma	G4201210, G42001300
in.county_and_puma	G4201230, G42000200
in.county_and_puma	G4201250, G42004001
in.county_and_puma	G4201250, G42004002
in.county_and_puma	G4201270, G42000500
in.county_and_puma	G4201290, G42002001
in.county_and_puma	G4201290, G42002002
in.county_and_puma	G4201290, G42002003
in.county_and_puma	G4201310, G42000702
in.county_and_puma	G4201330, G42003601
in.county_and_puma	G4201330, G42003602
in.county_and_puma	G4201330, G42003603
in.county_and_puma	G4400010, G44000300
in.county_and_puma	G4400030, G44000201
in.county_and_puma	G4400050, G44000300
in.county_and_puma	G4400070, G44000101
in.county_and_puma	G4400070, G44000102
in.county_and_puma	G4400070, G44000103
in.county_and_puma	G4400070, G44000104
in.county_and_puma	G4400090, G44000400
in.county_and_puma	G4500010, G45001600
in.county_and_puma	G4500030, G45001500
in.county_and_puma	G4500070, G45000200
in.county_and_puma	G4500090, G45001300
in.county_and_puma	G4500110, G45001300
in.county_and_puma	G4500130, G45001400
in.county_and_puma	G4500150, G45001201
in.county_and_puma	G4500150, G45001203
in.county_and_puma	G4500150, G45001204
in.county_and_puma	G4500170, G45000605
in.county_and_puma	G4500190, G45001202
in.county_and_puma	G4500190, G45001203
in.county_and_puma	G4500190, G45001204
in.county_and_puma	G4500210, G45000400
in.county_and_puma	G4500230, G45000400
in.county_and_puma	G4500250, G45000700
in.county_and_puma	G4500270, G45000800
in.county_and_puma	G4500290, G45001300
in.county_and_puma	G4500310, G45000900
in.county_and_puma	G4500330, G45001000
in.county_and_puma	G4500350, G45001201
in.county_and_puma	G4500350, G45001204
in.county_and_puma	G4500370, G45001500
in.county_and_puma	G4500390, G45000603
in.county_and_puma	G4500410, G45000900
in.county_and_puma	G4500430, G45001000
in.county_and_puma	G4500450, G45000102
in.county_and_puma	G4500450, G45000103
in.county_and_puma	G4500450, G45000104
in.county_and_puma	G4500450, G45000105
in.county_and_puma	G4500470, G45001600
in.county_and_puma	G4500490, G45001300
in.county_and_puma	G4500510, G45001101
in.county_and_puma	G4500510, G45001102
in.county_and_puma	G4500530, G45001400
in.county_and_puma	G4500550, G45000605
in.county_and_puma	G4500570, G45000700
in.county_and_puma	G4500590, G45000105
in.county_and_puma	G4500610, G45000800
in.county_and_puma	G4500630, G45000601
in.county_and_puma	G4500630, G45000602
in.county_and_puma	G4500670, G45001000
in.county_and_puma	G4500690, G45000700
in.county_and_puma	G4500710, G45000400
in.county_and_puma	G4500730, G45000101
in.county_and_puma	G4500750, G45001300
in.county_and_puma	G4500770, G45000101
in.county_and_puma	G4500790, G45000603
in.county_and_puma	G4500790, G45000604
in.county_and_puma	G4500790, G45000605
in.county_and_puma	G4500810, G45000601
in.county_and_puma	G4500830, G45000301
in.county_and_puma	G4500830, G45000302
in.county_and_puma	G4500850, G45000800
in.county_and_puma	G4500870, G45000400
in.county_and_puma	G4500890, G45000800
in.county_and_puma	G4500910, G45000501
in.county_and_puma	G4500910, G45000502
in.county_and_puma	G4600050, G46000400
in.county_and_puma	G4600110, G46000400
in.county_and_puma	G4600130, G46000300
in.county_and_puma	G4600290, G46000300
in.county_and_puma	G4600350, G46000400
in.county_and_puma	G4600650, G46000200
in.county_and_puma	G4600810, G46000100
in.county_and_puma	G4600830, G46000500
in.county_and_puma	G4600830, G46000600
in.county_and_puma	G4600930, G46000100
in.county_and_puma	G4600990, G46000500
in.county_and_puma	G4600990, G46000600
in.county_and_puma	G4601030, G46000100
in.county_and_puma	G4601270, G46000500
in.county_and_puma	G4601350, G46000500
in.county_and_puma	G4700010, G47001601
in.county_and_puma	G4700030, G47002700
in.county_and_puma	G4700050, G47000200
in.county_and_puma	G4700090, G47001700
in.county_and_puma	G4700110, G47001900
in.county_and_puma	G4700130, G47000900
in.county_and_puma	G4700170, G47000200
in.county_and_puma	G4700190, G47001200
in.county_and_puma	G4700210, G47000400
in.county_and_puma	G4700230, G47003000
in.county_and_puma	G4700250, G47000900
in.county_and_puma	G4700290, G47001400
in.county_and_puma	G4700310, G47002200
in.county_and_puma	G4700350, G47000800
in.county_and_puma	G4700370, G47002501
in.county_and_puma	G4700370, G47002502
in.county_and_puma	G4700370, G47002503
in.county_and_puma	G4700370, G47002504
in.county_and_puma	G4700370, G47002505
in.county_and_puma	G4700390, G47002900
in.county_and_puma	G4700410, G47000600
in.county_and_puma	G4700430, G47000400
in.county_and_puma	G4700450, G47000100
in.county_and_puma	G4700470, G47003100
in.county_and_puma	G4700490, G47000800
in.county_and_puma	G4700510, G47002200
in.county_and_puma	G4700530, G47000100
in.county_and_puma	G4700550, G47002800
in.county_and_puma	G4700570, G47001400
in.county_and_puma	G4700590, G47001200
in.county_and_puma	G4700630, G47001400
in.county_and_puma	G4700650, G47002001
in.county_and_puma	G4700650, G47002002
in.county_and_puma	G4700650, G47002003
in.county_and_puma	G4700690, G47002900
in.county_and_puma	G4700710, G47002900
in.county_and_puma	G4700730, G47001000
in.county_and_puma	G4700750, G47002900
in.county_and_puma	G4700770, G47002900
in.county_and_puma	G4700790, G47000200
in.county_and_puma	G4700810, G47000400
in.county_and_puma	G4700850, G47000200
in.county_and_puma	G4700890, G47001500
in.county_and_puma	G4700910, G47001200
in.county_and_puma	G4700930, G47001602
in.county_and_puma	G4700930, G47001603
in.county_and_puma	G4700930, G47001604
in.county_and_puma	G4700970, G47003100
in.county_and_puma	G4700990, G47002800
in.county_and_puma	G4701030, G47002200
in.county_and_puma	G4701050, G47001800
in.county_and_puma	G4701070, G47001900
in.county_and_puma	G4701090, G47002900
in.county_and_puma	G4701110, G47000600
in.county_and_puma	G4701130, G47003000
in.county_and_puma	G4701150, G47002100
in.county_and_puma	G4701170, G47002700
in.county_and_puma	G4701190, G47002700
in.county_and_puma	G4701230, G47001800
in.county_and_puma	G4701250, G47000300
in.county_and_puma	G4701290, G47000900
in.county_and_puma	G4701310, G47000100
in.county_and_puma	G4701330, G47000700
in.county_and_puma	G4701390, G47001900
in.county_and_puma	G4701410, G47000700
in.county_and_puma	G4701430, G47002100
in.county_and_puma	G4701450, G47001800
in.county_and_puma	G4701470, G47000400
in.county_and_puma	G4701490, G47002401
in.county_and_puma	G4701490, G47002402
in.county_and_puma	G4701510, G47000900
in.county_and_puma	G4701550, G47001500
in.county_and_puma	G4701570, G47003201
in.county_and_puma	G4701570, G47003202
in.county_and_puma	G4701570, G47003203
in.county_and_puma	G4701570, G47003204
in.county_and_puma	G4701570, G47003205
in.county_and_puma	G4701570, G47003206
in.county_and_puma	G4701570, G47003207
in.county_and_puma	G4701570, G47003208
in.county_and_puma	G4701590, G47000600
in.county_and_puma	G4701610, G47000300
in.county_and_puma	G4701630, G47001000
in.county_and_puma	G4701630, G47001100
in.county_and_puma	G4701650, G47000500
in.county_and_puma	G4701670, G47003100
in.county_and_puma	G4701710, G47001200
in.county_and_puma	G4701730, G47001601
in.county_and_puma	G4701770, G47000600
in.county_and_puma	G4701790, G47001300
in.county_and_puma	G4701810, G47002800
in.county_and_puma	G4701830, G47000200
in.county_and_puma	G4701850, G47000800
in.county_and_puma	G4701870, G47002600
in.county_and_puma	G4701890, G47002300
in.county_and_puma	G4800010, G48001800
in.county_and_puma	G4800050, G48004000
in.county_and_puma	G4800070, G48006500
in.county_and_puma	G4800130, G48006100
in.county_and_puma	G4800150, G48005000
in.county_and_puma	G4800190, G48006100
in.county_and_puma	G4800210, G48005100
in.county_and_puma	G4800250, G48006500
in.county_and_puma	G4800270, G48003501
in.county_and_puma	G4800270, G48003502
in.county_and_puma	G4800290, G48005901
in.county_and_puma	G4800290, G48005902
in.county_and_puma	G4800290, G48005903
in.county_and_puma	G4800290, G48005904
in.county_and_puma	G4800290, G48005905
in.county_and_puma	G4800290, G48005906
in.county_and_puma	G4800290, G48005907
in.county_and_puma	G4800290, G48005908
in.county_and_puma	G4800290, G48005909
in.county_and_puma	G4800290, G48005910
in.county_and_puma	G4800290, G48005911
in.county_and_puma	G4800290, G48005912
in.county_and_puma	G4800290, G48005913
in.county_and_puma	G4800290, G48005914
in.county_and_puma	G4800290, G48005915
in.county_and_puma	G4800290, G48005916
in.county_and_puma	G4800350, G48003700
in.county_and_puma	G4800370, G48001100
in.county_and_puma	G4800390, G48004801
in.county_and_puma	G4800390, G48004802
in.county_and_puma	G4800390, G48004803
in.county_and_puma	G4800410, G48003602
in.county_and_puma	G4800490, G48002600
in.county_and_puma	G4800510, G48003601
in.county_and_puma	G4800530, G48003400
in.county_and_puma	G4800550, G48005100
in.county_and_puma	G4800570, G48005600
in.county_and_puma	G4800590, G48002600
in.county_and_puma	G4800610, G48006701
in.county_and_puma	G4800610, G48006702
in.county_and_puma	G4800610, G48006703
in.county_and_puma	G4800670, G48001100
in.county_and_puma	G4800710, G48004400
in.county_and_puma	G4800730, G48001700
in.county_and_puma	G4800850, G48001901
in.county_and_puma	G4800850, G48001902
in.county_and_puma	G4800850, G48001903
in.county_and_puma	G4800850, G48001904
in.county_and_puma	G4800850, G48001905
in.county_and_puma	G4800850, G48001906
in.county_and_puma	G4800850, G48001907
in.county_and_puma	G4800890, G48005000
in.county_and_puma	G4800910, G48005800
in.county_and_puma	G4800930, G48002600
in.county_and_puma	G4800970, G48000800
in.county_and_puma	G4800990, G48003400
in.county_and_puma	G4801130, G48002301
in.county_and_puma	G4801130, G48002302
in.county_and_puma	G4801130, G48002303
in.county_and_puma	G4801130, G48002304
in.county_and_puma	G4801130, G48002305
in.county_and_puma	G4801130, G48002306
in.county_and_puma	G4801130, G48002307
in.county_and_puma	G4801130, G48002308
in.county_and_puma	G4801130, G48002309
in.county_and_puma	G4801130, G48002310
in.county_and_puma	G4801130, G48002311
in.county_and_puma	G4801130, G48002312
in.county_and_puma	G4801130, G48002313
in.county_and_puma	G4801130, G48002314
in.county_and_puma	G4801130, G48002315
in.county_and_puma	G4801130, G48002316
in.county_and_puma	G4801130, G48002317
in.county_and_puma	G4801130, G48002318
in.county_and_puma	G4801130, G48002319
in.county_and_puma	G4801130, G48002320
in.county_and_puma	G4801130, G48002321
in.county_and_puma	G4801130, G48002322
in.county_and_puma	G4801170, G48000100
in.county_and_puma	G4801210, G48002001
in.county_and_puma	G4801210, G48002002
in.county_and_puma	G4801210, G48002003
in.county_and_puma	G4801210, G48002004
in.county_and_puma	G4801210, G48002005
in.county_and_puma	G4801210, G48002006
in.county_and_puma	G4801230, G48005500
in.county_and_puma	G4801330, G48002600
in.county_and_puma	G4801350, G48003100
in.county_and_puma	G4801390, G48002101
in.county_and_puma	G4801410, G48003301
in.county_and_puma	G4801410, G48003302
in.county_and_puma	G4801410, G48003303
in.county_and_puma	G4801410, G48003304
in.county_and_puma	G4801410, G48003305
in.county_and_puma	G4801410, G48003306
in.county_and_puma	G4801430, G48002200
in.county_and_puma	G4801450, G48003700
in.county_and_puma	G4801470, G48000800
in.county_and_puma	G4801490, G48005100
in.county_and_puma	G4801570, G48004901
in.county_and_puma	G4801570, G48004902
in.county_and_puma	G4801570, G48004903
in.county_and_puma	G4801570, G48004904
in.county_and_puma	G4801570, G48004905
in.county_and_puma	G4801610, G48003700
in.county_and_puma	G4801630, G48006100
in.county_and_puma	G4801670, G48004701
in.county_and_puma	G4801670, G48004702
in.county_and_puma	G4801710, G48006000
in.county_and_puma	G4801770, G48005500
in.county_and_puma	G4801790, G48000100
in.county_and_puma	G4801810, G48000800
in.county_and_puma	G4801830, G48001600
in.county_and_puma	G4801850, G48003601
in.county_and_puma	G4801870, G48005700
in.county_and_puma	G4801890, G48000400
in.county_and_puma	G4801990, G48004200
in.county_and_puma	G4802010, G48004601
in.county_and_puma	G4802010, G48004602
in.county_and_puma	G4802010, G48004603
in.county_and_puma	G4802010, G48004604
in.county_and_puma	G4802010, G48004605
in.county_and_puma	G4802010, G48004606
in.county_and_puma	G4802010, G48004607
in.county_and_puma	G4802010, G48004608
in.county_and_puma	G4802010, G48004609
in.county_and_puma	G4802010, G48004610
in.county_and_puma	G4802010, G48004611
in.county_and_puma	G4802010, G48004612
in.county_and_puma	G4802010, G48004613
in.county_and_puma	G4802010, G48004614
in.county_and_puma	G4802010, G48004615
in.county_and_puma	G4802010, G48004616
in.county_and_puma	G4802010, G48004617
in.county_and_puma	G4802010, G48004618
in.county_and_puma	G4802010, G48004619
in.county_and_puma	G4802010, G48004620
in.county_and_puma	G4802010, G48004621
in.county_and_puma	G4802010, G48004622
in.county_and_puma	G4802010, G48004623
in.county_and_puma	G4802010, G48004624
in.county_and_puma	G4802010, G48004625
in.county_and_puma	G4802010, G48004626
in.county_and_puma	G4802010, G48004627
in.county_and_puma	G4802010, G48004628
in.county_and_puma	G4802010, G48004629
in.county_and_puma	G4802010, G48004630
in.county_and_puma	G4802010, G48004631
in.county_and_puma	G4802010, G48004632
in.county_and_puma	G4802010, G48004633
in.county_and_puma	G4802010, G48004634
in.county_and_puma	G4802010, G48004635
in.county_and_puma	G4802010, G48004636
in.county_and_puma	G4802010, G48004637
in.county_and_puma	G4802010, G48004638
in.county_and_puma	G4802030, G48001200
in.county_and_puma	G4802090, G48005400
in.county_and_puma	G4802130, G48001800
in.county_and_puma	G4802150, G48006801
in.county_and_puma	G4802150, G48006802
in.county_and_puma	G4802150, G48006803
in.county_and_puma	G4802150, G48006804
in.county_and_puma	G4802150, G48006805
in.county_and_puma	G4802150, G48006806
in.county_and_puma	G4802150, G48006807
in.county_and_puma	G4802170, G48003700
in.county_and_puma	G4802190, G48000400
in.county_and_puma	G4802210, G48002200
in.county_and_puma	G4802230, G48001000
in.county_and_puma	G4802250, G48003900
in.county_and_puma	G4802270, G48002800
in.county_and_puma	G4802310, G48000900
in.county_and_puma	G4802330, G48000100
in.county_and_puma	G4802410, G48004100
in.county_and_puma	G4802450, G48004301
in.county_and_puma	G4802450, G48004302
in.county_and_puma	G4802490, G48006900
in.county_and_puma	G4802510, G48002102
in.county_and_puma	G4802530, G48002600
in.county_and_puma	G4802570, G48001400
in.county_and_puma	G4802590, G48006000
in.county_and_puma	G4802650, G48006000
in.county_and_puma	G4802730, G48006900
in.county_and_puma	G4802770, G48001000
in.county_and_puma	G4802810, G48003400
in.county_and_puma	G4802850, G48005500
in.county_and_puma	G4802870, G48005100
in.county_and_puma	G4802890, G48003601
in.county_and_puma	G4802910, G48004400
in.county_and_puma	G4802930, G48003700
in.county_and_puma	G4802990, G48003400
in.county_and_puma	G4803030, G48000501
in.county_and_puma	G4803030, G48000502
in.county_and_puma	G4803090, G48003801
in.county_and_puma	G4803090, G48003802
in.county_and_puma	G4803210, G48005000
in.county_and_puma	G4803230, G48006200
in.county_and_puma	G4803250, G48006100
in.county_and_puma	G4803290, G48003000
in.county_and_puma	G4803310, G48003601
in.county_and_puma	G4803370, G48000600
in.county_and_puma	G4803390, G48004501
in.county_and_puma	G4803390, G48004502
in.county_and_puma	G4803390, G48004503
in.county_and_puma	G4803390, G48004504
in.county_and_puma	G4803410, G48000100
in.county_and_puma	G4803470, G48004000
in.county_and_puma	G4803490, G48003700
in.county_and_puma	G4803530, G48002600
in.county_and_puma	G4803550, G48006601
in.county_and_puma	G4803550, G48006602
in.county_and_puma	G4803550, G48006603
in.county_and_puma	G4803610, G48004200
in.county_and_puma	G4803630, G48002200
in.county_and_puma	G4803650, G48001700
