Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_avg_fuel_oil_total_lb,lb,out.emissions.fuel_oil.aer_low_re_cost_avg..co2e_kg,out.fuel_oil.total.aer_low_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECost_Avg: Fuel Oil: Total,lb,out.total.aer_lowrecost_avg__fuel_oil.co2e_kg,out.total.aer_lowrecost_avg__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_avg_natural_gas_total_lb,lb,out.emissions.natural_gas.aer_low_re_cost_avg..co2e_kg,out.natural_gas.total.aer_low_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECost_Avg: Natural Gas: Total,lb,out.total.aer_lowrecost_avg__natural_gas.co2e_kg,out.total.aer_lowrecost_avg__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_avg_propane_total_lb,lb,out.emissions.propane.aer_low_re_cost_avg..co2e_kg,out.propane.total.aer_low_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECost_Avg: Propane: Total,lb,out.total.aer_lowrecost_avg__propane.co2e_kg,out.total.aer_lowrecost_avg__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_aer_low_re_cost_avg_total_lb,lb,out.emissions.total.aer_low_re_cost_avg..co2e_kg,out.all_fuels.total.aer_low_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECost_Avg: Total,lb,out.total.aer_lowrecost_avg.co2e_kg,out.total.aer_lowrecost_avg.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_aer_low_re_cost_high_ng_price_avg_electricity_net_lb,lb,out.emissions.electricity.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.electricity.total.aer_low_re_cost_high_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECostHighNGPrice_Avg: Electricity: Total,lb,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_high_ng_price_avg_fuel_oil_total_lb,lb,out.emissions.fuel_oil.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.fuel_oil.total.aer_low_re_cost_high_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECostHighNGPrice_Avg: Fuel Oil: Total,lb,out.total.aer_lowrecosthighngprice_avg__fuel_oil.co2e_kg,out.total.aer_lowrecosthighngprice_avg__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_high_ng_price_avg_natural_gas_total_lb,lb,out.emissions.natural_gas.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.natural_gas.total.aer_low_re_cost_high_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECostHighNGPrice_Avg: Natural Gas: Total,lb,out.total.aer_lowrecosthighngprice_avg__natural_gas.co2e_kg,out.total.aer_lowrecosthighngprice_avg__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_low_re_cost_high_ng_price_avg_propane_total_lb,lb,out.emissions.propane.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.propane.total.aer_low_re_cost_high_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECostHighNGPrice_Avg: Propane: Total,lb,out.total.aer_lowrecosthighngprice_avg__propane.co2e_kg,out.total.aer_lowrecosthighngprice_avg__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_aer_low_re_cost_high_ng_price_avg_total_lb,lb,out.emissions.total.aer_low_re_cost_high_ng_price_avg..co2e_kg,out.all_fuels.total.aer_low_re_cost_high_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_LowRECostHighNGPrice_Avg: Total,lb,out.total.aer_lowrecosthighngprice_avg.co2e_kg,out.total.aer_lowrecosthighngprice_avg.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_simulation_output.emissions_co_2_e_aer_mid_case_avg_electricity_net_lb,lb,out.emissions.electricity.aer_mid_case_avg..co2e_kg,out.electricity.total.aer_mid_case_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_MidCase_Avg: Electricity: Total,lb,out.total.aer_midcase_avg__electricity.co2e_kg,out.total.aer_midcase_avg__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_mid_case_avg_fuel_oil_total_lb,lb,out.emissions.fuel_oil.aer_mid_case_avg..co2e_kg,out.fuel_oil.total.aer_mid_case_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_MidCase_Avg: Fuel Oil: Total,lb,out.total.aer_midcase_avg__fuel_oil.co2e_kg,out.total.aer_midcase_avg__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_mid_case_avg_natural_gas_total_lb,lb,out.emissions.natural_gas.aer_mid_case_avg..co2e_kg,out.natural_gas.total.aer_mid_case_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_MidCase_Avg: Natural Gas: Total,lb,out.total.aer_midcase_avg__natural_gas.co2e_kg,out.total.aer_midcase_avg__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,report_simulation_output.emissions_co_2_e_aer_mid_case_avg_propane_total_lb,lb,out.emissions.propane.aer_mid_case_avg..co2e_kg,out.propane.total.aer_mid_case_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_MidCase_Avg: Propane: Total,lb,out.total.aer_midcase_avg__propane.co2e_kg,out.total.aer_midcase_avg__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,report_simulation_output.emissions_co_2_e_aer_mid_case_avg_total_lb,lb,out.emissions.total.aer_mid_case_avg..co2e_kg,out.all_fuels.total.aer_mid_case_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_MidCase_Avg: Total,lb,out.total.aer_midcase_avg.co2e_kg,out.total.aer_midcase_avg.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,report_utility_bills.utility_rates_fixed_variable_electricity_total_usd,$,out.utility_bills.electricity_bill..usd,out.bills.electricity.usd,usd,1,,,,,,,Scenario annual total charges for electricity.
Output,yes,yes,report_utility_bills.utility_rates_fixed_variable_fuel_oil_total_usd,$,out.utility_bills.fuel_oil_bill..usd,out.bills.fuel_oil.usd,usd,1,,,,,,,Scenario annual total charges for fuel oil.
Output,yes,yes,report_utility_bills.utility_rates_fixed_variable_natural_gas_total_usd,$,out.utility_bills.natural_gas_bill..usd,out.bills.natural_gas.usd,usd,1,,,,,,,Scenario annual total charges for natural gas.
Output,yes,yes,report_utility_bills.utility_rates_fixed_variable_propane_total_usd,$,out.utility_bills.propane_bill..usd,out.bills.propane.usd,usd,1,,,,,,,Scenario annual total charges for propane.
Output,yes,yes,report_utility_bills.utility_rates_fixed_variable_total_usd,$,out.utility_bills.total_bill..usd,out.bills.all_fuels.usd,usd,1,,,,,,,Scenario annual total charges.
Output,yes,yes,report_simulation_output.electric_panel_load_2023_existing_dwelling_load_based_total_load_w,W,out.params.panel_load_total_load.2023_nec_existing_dwelling_load_based..w,out.panel.load.total_load.2023_nec_existing_dwelling_load_based.w,w,1,,,,,,,Total electric load calculated using load-based method for existing dwelings per 2023 National Electrical Code
Output,yes,yes,report_simulation_output.electric_panel_load_2023_existing_dwelling_load_based_total_capacity_a,amp,out.params.panel_load_occupied_capacity.2023_nec_existing_dwelling_load_based..a,out.panel.load.occupied_capacity.2023_nec_existing_dwelling_load_based.a,amp,1,,,,,,,"Electric panel total occupied capacity, = out.panel.load.total_load.2023_nec_existing_dwelling_load_based.w  / 240"
Output,yes,yes,report_simulation_output.electric_panel_load_2023_existing_dwelling_load_based_headroom_capacity_a,amp,out.params.panel_load_headroom_capacity.2023_nec_existing_dwelling_load_based..a,out.panel.load.headroom_capacity.2023_nec_existing_dwelling_load_based.a,amp,1,,,,,,,"Electric panel total headroom capacity, = in.electric_panel_service_rating - out.panel.load.occupied_capacity.2023_nec_existing_dwelling_load_based.a"
Output,yes,yes,report_simulation_output.electric_panel_load_clothes_dryer_w,W,out.params.panel_load_clothes_dryer..w,out.panel.load.clothes_dryer.w,w,1,,,,,,,"Electric load of clothes dryer, for electric only"
Output,yes,yes,report_simulation_output.electric_panel_load_cooling_w,W,out.params.panel_load_cooling..w,out.panel.load.cooling.w,w,1,,,,,,,"Electric load of space cooling. For the total load calculation, the max of heating or cooling is used, not both"
Output,yes,yes,report_simulation_output.electric_panel_load_dishwasher_w,W,out.params.panel_load_dishwasher..w,out.panel.load.dishwasher.w,w,1,,,,,,,Electric load of dishwasher
Output,yes,yes,report_simulation_output.electric_panel_load_electric_vehicle_charging_w,W,out.params.panel_load_ev_charging..w,out.panel.load.ev_charging.w,w,1,,,,,,,Electric load of electric vehicle charging equipment
Output,yes,yes,report_simulation_output.electric_panel_load_heating_w,W,out.params.panel_load_heating..w,out.panel.load.heating.w,w,1,,,,,,,"Electric load of space heating. For the total load calculation, the max of heating or cooling is used, not both"
Output,yes,yes,report_simulation_output.electric_panel_load_hot_water_w,W,out.params.panel_load_hot_water..w,out.panel.load.hot_water.w,w,1,,,,,,,"Electric load of water heater, for electric only"
Output,yes,yes,report_simulation_output.electric_panel_load_mech_vent_w,W,out.params.panel_load_mech_vent..w,out.panel.load.mech_vent.w,w,1,,,,,,,Electric load of mechanical ventilation
Output,yes,yes,report_simulation_output.electric_panel_load_other_w,W,out.params.panel_load_other..w,out.panel.load.other.w,w,1,,,,,,,"Other electric load, including but not limited to lighting/general receptacles at 3 W/sqft, refrigerator, microwave, and garbage disposal."
Output,yes,yes,report_simulation_output.electric_panel_load_permanent_spa_heater_w,W,out.params.panel_load_permanent_spa_heat..w,out.panel.load.permanent_spa_heat.w,w,1,,,,,,,"Electric load of permanent spa heater, for electric only"
Output,yes,yes,report_simulation_output.electric_panel_load_permanent_spa_pump_w,W,out.params.panel_load_permanent_spa_pump..w,out.panel.load.permanent_spa_pump.w,w,1,,,,,,,Electric load of permanent spa pump
Output,yes,yes,report_simulation_output.electric_panel_load_pool_heater_w,W,out.params.panel_load_pool_heater..w,out.panel.load.pool_heater.w,w,1,,,,,,,"Electric load of pool heater, for electric only"
Output,yes,yes,report_simulation_output.electric_panel_load_pool_pump_w,W,out.params.panel_load_pool_pump..w,out.panel.load.pool_pump.w,w,1,,,,,,,Electric load of pool pump
Output,yes,yes,report_simulation_output.electric_panel_load_range_oven_w,W,out.params.panel_load_range_oven..w,out.panel.load.range_oven.w,w,1,,,,,,,"Electric load of range oven, for electric only"
Output,yes,yes,report_simulation_output.electric_panel_load_well_pump_w,W,out.params.panel_load_well_pump..w,out.panel.load.well_pump.w,w,1,,,,,,,Electric load of well pump
Input,yes,yes,report_simulation_output.electric_panel_breaker_spaces_total_count,,in.electric_panel_breaker_space_total_count,in.electric_panel_breaker_space_total_count,count,1,,,,,,,Total breaker spaces on electric panel
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_occupied_count,,out.params.panel_breaker_space_occupied_count,out.panel.breaker_space.occupied.count,count,1,,,,,,,Total occupied breaker spaces on electric panel
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_headroom_count,,out.params.panel_breaker_space_headroom_count,out.panel.breaker_space.headroom.count,count,1,,,,,,,"Total headroom breaker spaces on electric panel, = in.electric_panel_breaker_space_total_count - out.panel.breaker_space.occupied.count"
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_clothes_dryer_count,,out.params.panel_breaker_space_clothes_dryer_count,out.panel.breaker_space.clothes_dryer.count,count,1,,,,,,,Breaker spaces occupied by clothes dryer
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_cooling_count,,out.params.panel_breaker_space_cooling_count,out.panel.breaker_space.cooling.count,count,1,,,,,,,Breaker spaces occupied by space cooling
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_dishwasher_count,,out.params.panel_breaker_space_dishwasher_count,out.panel.breaker_space.dishwasher.count,count,1,,,,,,,Breaker spaces occupied by dishwasher
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_electric_vehicle_charging_count,,out.params.panel_breaker_space_ev_charging_count,out.panel.breaker_space.ev_charging.count,count,1,,,,,,,Breaker spaces occupied by electric vehicle charging equipment
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_heating_count,,out.params.panel_breaker_space_heating_count,out.panel.breaker_space.heating.count,count,1,,,,,,,Breaker spaces occupied by space heating
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_hot_water_count,,out.params.panel_breaker_space_hot_water_count,out.panel.breaker_space.hot_water.count,count,1,,,,,,,Breaker spaces occupied by water heater
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_mech_vent_count,,out.params.panel_breaker_space_mech_vent_count,out.panel.breaker_space.mech_vent.count,count,1,,,,,,,Breaker spaces occupied by mechanical ventilation
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_other_count,,out.params.panel_breaker_space_other_count,out.panel.breaker_space.other.count,count,1,,,,,,,Breaker spaces occupied by other loads
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_permanent_spa_heater_count,,out.params.panel_breaker_space_permanent_spa_heat_count,out.panel.breaker_space.permanent_spa_heat.count,count,1,,,,,,,Breaker spaces occupied by permanent spa heater
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_permanent_spa_pump_count,,out.params.panel_breaker_space_permanent_spa_pump_count,out.panel.breaker_space.permanent_spa_pump.count,count,1,,,,,,,Breaker spaces occupied by permanent spa pump
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_pool_heater_count,,out.params.panel_breaker_space_pool_heater_count,out.panel.breaker_space.pool_heater.count,count,1,,,,,,,Breaker spaces occupied by pool heater
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_pool_pump_count,,out.params.panel_breaker_space_pool_pump_count,out.panel.breaker_space.pool_pump.count,count,1,,,,,,,Breaker spaces occupied by pool pump
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_range_oven_count,,out.params.panel_breaker_space_range_oven_count,out.panel.breaker_space.range_oven.count,count,1,,,,,,,Breaker spaces occupied by range oven
Output,yes,yes,report_simulation_output.electric_panel_breaker_spaces_well_pump_count,,out.params.panel_breaker_space_well_pump_count,out.panel.breaker_space.well_pump.count,count,1,,,,,,,Breaker spaces occupied by well pump
Output,yes,yes,report_simulation_output.component_load_cooling_ceilings_m_btu,MBtu,out.component_load.cooling.ceilings..kwh,out.component_load.cooling.ceilings.kwh,kwh,293.0710702,Component Load: Cooling: Ceilings,kBtu,out.component_load.cooling.ceilings,out.component_load.cooling.ceilings,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_doors_m_btu,MBtu,out.component_load.cooling.doors..kwh,out.component_load.cooling.doors.kwh,kwh,293.0710702,Component Load: Cooling: Doors,kBtu,out.component_load.cooling.doors,out.component_load.cooling.doors,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_ducts_m_btu,MBtu,out.component_load.cooling.ducts..kwh,out.component_load.cooling.ducts.kwh,kwh,293.0710702,Component Load: Cooling: Ducts,kBtu,out.component_load.cooling.ducts,out.component_load.cooling.ducts,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_floors_m_btu,MBtu,out.component_load.cooling.floors..kwh,out.component_load.cooling.floors.kwh,kwh,293.0710702,Component Load: Cooling: Floors,kBtu,out.component_load.cooling.floors,out.component_load.cooling.floors,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_foundation_walls_m_btu,MBtu,out.component_load.cooling.foundation_walls..kwh,out.component_load.cooling.foundation_walls.kwh,kwh,293.0710702,Component Load: Cooling: Foundation Walls,kBtu,out.component_load.cooling.foundation_walls,out.component_load.cooling.foundation_walls,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_infiltration_m_btu,MBtu,out.component_load.cooling.infiltration..kwh,out.component_load.cooling.infiltration.kwh,kwh,293.0710702,Component Load: Cooling: Infiltration,kBtu,out.component_load.cooling.infiltration,out.component_load.cooling.infiltration,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_internal_gains_m_btu,MBtu,out.component_load.cooling.internal_gains..kwh,out.component_load.cooling.internal_gains.kwh,kwh,293.0710702,Component Load: Cooling: Internal Gains,kBtu,out.component_load.cooling.internal_gains,out.component_load.cooling.internal_gains,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_internal_mass_m_btu,MBtu,out.component_load.cooling.internal_mass..kwh,out.component_load.cooling.internal_mass.kwh,kwh,293.0710702,Component Load: Cooling: Internal Mass,kBtu,out.component_load.cooling.internal_mass,out.component_load.cooling.internal_mass,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_lighting_m_btu,MBtu,out.component_load.cooling.lighting..kwh,out.component_load.cooling.lighting.kwh,kwh,293.0710702,Component Load: Cooling: Lighting,kBtu,out.component_load.cooling.lighting,out.component_load.cooling.lighting,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_mechanical_ventilation_m_btu,MBtu,out.component_load.cooling.mechanical_ventilation..kwh,out.component_load.cooling.mechanical_ventilation.kwh,kwh,293.0710702,Component Load: Cooling: Mechanical Ventilation,kBtu,out.component_load.cooling.mechanical_ventilation,out.component_load.cooling.mechanical_ventilation,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_natural_ventilation_m_btu,MBtu,out.component_load.cooling.natural_ventilation..kwh,out.component_load.cooling.natural_ventilation.kwh,kwh,293.0710702,Component Load: Cooling: Natural Ventilation,kBtu,out.component_load.cooling.natural_ventilation,out.component_load.cooling.natural_ventilation,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_rim_joists_m_btu,MBtu,out.component_load.cooling.rim_joists..kwh,out.component_load.cooling.rim_joists.kwh,kwh,293.0710702,Component Load: Cooling: Rim Joists,kBtu,out.component_load.cooling.rim_joists,out.component_load.cooling.rim_joists,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_roofs_m_btu,MBtu,out.component_load.cooling.roofs..kwh,out.component_load.cooling.roofs.kwh,kwh,293.0710702,Component Load: Cooling: Roofs,kBtu,out.component_load.cooling.roofs,out.component_load.cooling.roofs,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_skylights_conduction_m_btu,MBtu,out.component_load.cooling.skylights_conduction..kwh,out.component_load.cooling.skylights_conduction.kwh,kwh,293.0710702,Component Load: Cooling: Skylights Conduction,kBtu,out.component_load.cooling.skylights_conduction,out.component_load.cooling.skylights_conduction,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_skylights_solar_m_btu,MBtu,out.component_load.cooling.skylights_solar..kwh,out.component_load.cooling.skylights_solar.kwh,kwh,293.0710702,Component Load: Cooling: Skylights Solar,kBtu,out.component_load.cooling.skylights_solar,out.component_load.cooling.skylights_solar,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_slabs_m_btu,MBtu,out.component_load.cooling.slabs..kwh,out.component_load.cooling.slabs.kwh,kwh,293.0710702,Component Load: Cooling: Slabs,kBtu,out.component_load.cooling.slabs,out.component_load.cooling.slabs,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_walls_m_btu,MBtu,out.component_load.cooling.walls..kwh,out.component_load.cooling.walls.kwh,kwh,293.0710702,Component Load: Cooling: Walls,kBtu,out.component_load.cooling.walls,out.component_load.cooling.walls,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_whole_house_fan_m_btu,MBtu,out.component_load.cooling.whole_house_fan..kwh,out.component_load.cooling.whole_house_fan.kwh,kwh,293.0710702,Component Load: Cooling: Whole House Fan,kBtu,out.component_load.cooling.whole_house_fan,out.component_load.cooling.whole_house_fan,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_windows_conduction_m_btu,MBtu,out.component_load.cooling.windows_conduction..kwh,out.component_load.cooling.windows_conduction.kwh,kwh,293.0710702,Component Load: Cooling: Windows Conduction,kBtu,out.component_load.cooling.windows_conduction,out.component_load.cooling.windows_conduction,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_cooling_windows_solar_m_btu,MBtu,out.component_load.cooling.windows_solar..kwh,out.component_load.cooling.windows_solar.kwh,kwh,293.0710702,Component Load: Cooling: Windows Solar,kBtu,out.component_load.cooling.windows_solar,out.component_load.cooling.windows_solar,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_ceilings_m_btu,MBtu,out.component_load.heating.ceilings..kwh,out.component_load.heating.ceilings.kwh,kwh,293.0710702,Component Load: Heating: Ceilings,kBtu,out.component_load.heating.ceilings,out.component_load.heating.ceilings,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_doors_m_btu,MBtu,out.component_load.heating.doors..kwh,out.component_load.heating.doors.kwh,kwh,293.0710702,Component Load: Heating: Doors,kBtu,out.component_load.heating.doors,out.component_load.heating.doors,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_ducts_m_btu,MBtu,out.component_load.heating.ducts..kwh,out.component_load.heating.ducts.kwh,kwh,293.0710702,Component Load: Heating: Ducts,kBtu,out.component_load.heating.ducts,out.component_load.heating.ducts,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_floors_m_btu,MBtu,out.component_load.heating.floors..kwh,out.component_load.heating.floors.kwh,kwh,293.0710702,Component Load: Heating: Floors,kBtu,out.component_load.heating.floors,out.component_load.heating.floors,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_foundation_walls_m_btu,MBtu,out.component_load.heating.foundation_walls..kwh,out.component_load.heating.foundation_walls.kwh,kwh,293.0710702,Component Load: Heating: Foundation Walls,kBtu,out.component_load.heating.foundation_walls,out.component_load.heating.foundation_walls,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_infiltration_m_btu,MBtu,out.component_load.heating.infiltration..kwh,out.component_load.heating.infiltration.kwh,kwh,293.0710702,Component Load: Heating: Infiltration,kBtu,out.component_load.heating.infiltration,out.component_load.heating.infiltration,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_internal_gains_m_btu,MBtu,out.component_load.heating.internal_gains..kwh,out.component_load.heating.internal_gains.kwh,kwh,293.0710702,Component Load: Heating: Internal Gains,kBtu,out.component_load.heating.internal_gains,out.component_load.heating.internal_gains,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_internal_mass_m_btu,MBtu,out.component_load.heating.internal_mass..kwh,out.component_load.heating.internal_mass.kwh,kwh,293.0710702,Component Load: Heating: Internal Mass,kBtu,out.component_load.heating.internal_mass,out.component_load.heating.internal_mass,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_lighting_m_btu,MBtu,out.component_load.heating.lighting..kwh,out.component_load.heating.lighting.kwh,kwh,293.0710702,Component Load: Heating: Lighting,kBtu,out.component_load.heating.lighting,out.component_load.heating.lighting,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_mechanical_ventilation_m_btu,MBtu,out.component_load.heating.mechanical_ventilation..kwh,out.component_load.heating.mechanical_ventilation.kwh,kwh,293.0710702,Component Load: Heating: Mechanical Ventilation,kBtu,out.component_load.heating.mechanical_ventilation,out.component_load.heating.mechanical_ventilation,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_natural_ventilation_m_btu,MBtu,out.component_load.heating.natural_ventilation..kwh,out.component_load.heating.natural_ventilation.kwh,kwh,293.0710702,Component Load: Heating: Natural Ventilation,kBtu,out.component_load.heating.natural_ventilation,out.component_load.heating.natural_ventilation,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_rim_joists_m_btu,MBtu,out.component_load.heating.rim_joists..kwh,out.component_load.heating.rim_joists.kwh,kwh,293.0710702,Component Load: Heating: Rim Joists,kBtu,out.component_load.heating.rim_joists,out.component_load.heating.rim_joists,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_roofs_m_btu,MBtu,out.component_load.heating.roofs..kwh,out.component_load.heating.roofs.kwh,kwh,293.0710702,Component Load: Heating: Roofs,kBtu,out.component_load.heating.roofs,out.component_load.heating.roofs,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_skylights_conduction_m_btu,MBtu,out.component_load.heating.skylights_conduction..kwh,out.component_load.heating.skylights_conduction.kwh,kwh,293.0710702,Component Load: Heating: Skylights Conduction,kBtu,out.component_load.heating.skylights_conduction,out.component_load.heating.skylights_conduction,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_skylights_solar_m_btu,MBtu,out.component_load.heating.skylights_solar..kwh,out.component_load.heating.skylights_solar.kwh,kwh,293.0710702,Component Load: Heating: Skylights Solar,kBtu,out.component_load.heating.skylights_solar,out.component_load.heating.skylights_solar,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_slabs_m_btu,MBtu,out.component_load.heating.slabs..kwh,out.component_load.heating.slabs.kwh,kwh,293.0710702,Component Load: Heating: Slabs,kBtu,out.component_load.heating.slabs,out.component_load.heating.slabs,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_walls_m_btu,MBtu,out.component_load.heating.walls..kwh,out.component_load.heating.walls.kwh,kwh,293.0710702,Component Load: Heating: Walls,kBtu,out.component_load.heating.walls,out.component_load.heating.walls,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_whole_house_fan_m_btu,MBtu,out.component_load.heating.whole_house_fan..kwh,out.component_load.heating.whole_house_fan.kwh,kwh,293.0710702,Component Load: Heating: Whole House Fan,kBtu,out.component_load.heating.whole_house_fan,out.component_load.heating.whole_house_fan,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_windows_conduction_m_btu,MBtu,out.component_load.heating.windows_conduction..kwh,out.component_load.heating.windows_conduction.kwh,kwh,293.0710702,Component Load: Heating: Windows Conduction,kBtu,out.component_load.heating.windows_conduction,out.component_load.heating.windows_conduction,kWh,0.29307107,
Output,yes,yes,report_simulation_output.component_load_heating_windows_solar_m_btu,MBtu,out.component_load.heating.windows_solar..kwh,out.component_load.heating.windows_solar.kwh,kwh,293.0710702,Component Load: Heating: Windows Solar,kBtu,out.component_load.heating.windows_solar,out.component_load.heating.windows_solar,kWh,0.29307107,
