Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,yes,yes,,,upgrade.water_heater_efficiency,,,,,,,,,,Indicates the efficiency of the water heater the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.water_heater_fuel,,,,,,,,,,Indicates which fuel is used for the water heater the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.hvac_detailed_performance_data,,,,,,,,,,Indicates the HVAC detailed performance data the model is upgraded to. Blank value indicates no upgrade.
Calculated,yes,yes,,,upgrade.demand_flexibility_electric_vehicle,,,,,,,,,,Indicates if demand flexibility is applied to electric vehicle in the model. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.demand_flexibility_hvac,,,,,,,,,,Indicates if demand flexibility is applied to HVAC in the model. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.demand_flexibility_random_shift,,,,,,,,,,Indicates the number of minutes of random shift applied for demand flexibility in the model. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.duct_leakage_and_insulation,,,,,,,,,,Indicates the duct leakge to outside and duct insulation the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.infiltration,,,,,,,,,,Indicates the infiltration rate the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.insulation_wall,,,,,,,,,,Indicates the wall type and insulation the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,yes,yes,,,upgrade.windows,,,,,,,,,,Only appears when at least one building has this upgrade.
Output,yes,yes,,,,,,,Site Outdoor Air Drybulb Temperature: Environment,C,out.outdoor_air_dryblub_temp.c,out.outdoor_air_dryblub_temp.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Air Source Heat Pump Airloop Ret Air Zone,C,out.zone_mean_air_temp.air_source_heat_pump_airloop_ret_air_zone.c,out.zone_mean_air_temp.air_source_heat_pump_airloop_ret_air_zone.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Attic - Vented,C,out.zone_mean_air_temp.attic_vented.c,out.zone_mean_air_temp.attic_vented.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Attic - Unvented,C,out.zone_mean_air_temp.attic_unvented.c,out.zone_mean_air_temp.attic_unvented.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Basement - Unconditioned,C,out.zone_mean_air_temp.basement_unconditioned.c,out.zone_mean_air_temp.basement_unconditioned.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Basement - Conditioned,C,out.zone_mean_air_temp.basement_conditioned.c,out.zone_mean_air_temp.basement_conditioned.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Central AC Airloop Ret Air Zone,C,out.zone_mean_air_temp.central_ac_airloop_ret_air_zone.c,out.zone_mean_air_temp.central_ac_airloop_ret_air_zone.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Central AC And Furnace Airloop Ret Air Zone,C,out.zone_mean_air_temp.central_ac_and_furnace_airloop_ret_air_zone.c,out.zone_mean_air_temp.central_ac_and_furnace_airloop_ret_air_zone.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Furnace Airloop Ret Air Zone,C,out.zone_mean_air_temp.furnace_airloop_ret_air_zone.c,out.zone_mean_air_temp.furnace_airloop_ret_air_zone.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Garage,C,out.zone_mean_air_temp.garage.c,out.zone_mean_air_temp.garage.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Ground Source Heat Pump Airloop Ret Air Zone,C,out.zone_mean_air_temp.ground_source_heat_pump_airloop_ret_air_zone.c,out.zone_mean_air_temp.ground_source_heat_pump_airloop_ret_air_zone.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Crawlspace - Unvented,C,out.zone_mean_air_temp.crawlspace_unvented.c,out.zone_mean_air_temp.crawlspace_unvented.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Crawlspace - Vented,C,out.zone_mean_air_temp.crawlspace_vented.c,out.zone_mean_air_temp.crawlspace_vented.c,C,1,
Output,yes,yes,,,,,,,Zone Mean Air Temperature: Conditioned Space,C,out.zone_mean_air_temp.conditioned_space.c,out.zone_mean_air_temp.conditioned_space.c,C,1,
Calculated,yes,yes,,,calc.weighted.electricity.ceiling_fan.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.clothes_dryer.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.clothes_washer.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.cooling.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.cooling_fans_pumps.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.dishwasher.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.ev_charging.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.freezer.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_fans_pumps.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_hp_bkup.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_hp_bkup_fa.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.hot_water.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.hot_water_solar_th.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_exterior.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_garage.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_interior.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.mech_vent.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.net.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.permanent_spa_heat.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.permanent_spa_pump.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.plug_loads.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pool_heater.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pool_pump.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pv.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.range_oven.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.refrigerator.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.television.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.total.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.well_pump.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.heating.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.hot_water.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.total.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.clothes_dryer.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.fireplace.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.grill.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.heating.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.hot_water.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.lighting.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.permanent_spa_heat.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.pool_heater.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.range_oven.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.total.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.clothes_dryer.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.heating.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.hot_water.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.range_oven.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.total.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.site_energy.net.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.site_energy.total.energy_consumption..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.aer_high_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.aer_low_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.aer_mid_case_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_high_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_high_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_low_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_low_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_mid_case_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.total.lrmer_mid_case_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.aer_high_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.aer_low_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.aer_mid_case_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_high_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_high_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_low_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_low_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_mid_case_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.electricity.lrmer_mid_case_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.fuel_oil.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.natural_gas.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions.propane.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.aer_high_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.aer_low_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.aer_mid_case_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_high_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_high_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_high_re_cost_low_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_low_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_low_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_low_re_cost_high_ng_price_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_mid_case_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.total.lrmer_mid_case_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.fuel_oil.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.natural_gas.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.propane.total..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.ceiling_fan.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.clothes_dryer.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.clothes_washer.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.cooling.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.cooling_fans_pumps.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.dishwasher.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.ev_charging.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.freezer.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_fans_pumps.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_hp_bkup.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.heating_hp_bkup_fa.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.hot_water.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.hot_water_solar_th.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_exterior.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_garage.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.lighting_interior.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.mech_vent.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.net.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.permanent_spa_heat.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.permanent_spa_pump.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.plug_loads.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pool_heater.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pool_pump.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.pv.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.range_oven.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.refrigerator.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.television.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.total.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.electricity.well_pump.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.heating.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.hot_water.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.fuel_oil.total.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.clothes_dryer.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.fireplace.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.grill.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.heating.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.hot_water.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.lighting.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.permanent_spa_heat.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.pool_heater.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.range_oven.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.natural_gas.total.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.clothes_dryer.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.heating.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.hot_water.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.range_oven.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.propane.total.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.site_energy.net.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.site_energy.total.energy_savings..tbtu,,tbtu,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.aer_high_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.aer_high_re_cost_low_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.aer_low_re_cost_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.aer_low_re_cost_high_ng_price_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.aer_mid_case_avg..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_15..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_25..co2e_mmt,,co2e_mmt,,,,,,,,
Calculated,yes,yes,,,calc.weighted.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_mmt,,co2e_mmt,,,,,,,,
